Município,2013,2014,2015,2016,2017
Solânea (PB),188.960,219.294,236.332,255.875,264.121
Soledade (PB),127.617,143.022,164.697,167.746,170.487
Sossêgo (PB),21.998,24.919,26.830,29.387,31.231
Sousa (PB),809.282,925.559,974.279,1.048.494,1.085.629
Sumé (PB),118.267,128.449,159.782,160.217,174.663
Tacima (PB),56.380,63.884,66.818,72.472,74.792
Taperoá (PB),93.722,104.347,110.566,114.258,123.155
Tavares (PB),80.229,92.079,98.678,108.410,108.713
Teixeira (PB),103.795,113.479,116.521,127.942,135.528
Tenório (PB),22.331,23.845,25.396,27.527,28.110
Triunfo (PB),54.277,59.311,65.731,73.074,74.713
Uiraúna (PB),114.232,134.146,141.785,156.625,162.924
Umbuzeiro (PB),57.995,63.156,66.493,69.533,72.567
Várzea (PB),22.731,24.743,27.336,27.175,29.715
Vieirópolis (PB),29.529,32.399,35.705,38.293,41.396
Zabelê (PB),13.258,14.827,18.479,19.572,22.411
Abreu e Lima (PE),1.220.149,1.344.884,1.333.651,1.416.084,2.003.007
Afogados da Ingazeira (PE),329.764,385.724,365.497,385.412,405.079
Afrânio (PE),123.723,133.466,143.591,150.207,166.121
Agrestina (PE),168.244,195.479,200.478,220.756,248.233
Água Preta (PE),181.039,205.770,221.673,225.878,239.859
Águas Belas (PE),242.963,266.570,285.979,313.206,334.358
Alagoinha (PE),98.855,104.547,113.100,118.907,124.657
Aliança (PE),233.526,257.732,267.519,299.930,313.640
Altinho (PE),117.968,134.777,136.070,139.795,153.946
Amaraji (PE),156.830,163.399,169.480,186.377,209.645
Angelim (PE),70.160,82.436,96.894,111.109,113.953
Araçoiaba (PE),96.281,114.622,114.879,128.979,139.010
Araripina (PE),681.296,778.797,758.157,786.323,987.505
Arcoverde (PE),779.395,874.042,803.846,948.980,977.866
Barra de Guabiraba (PE),69.626,79.737,84.736,93.194,101.790
Barreiros (PE),342.398,392.303,393.926,410.024,429.669
Belém de Maria (PE),62.666,63.269,62.839,72.155,76.805
Belém do São Francisco (PE),140.902,158.286,160.155,186.778,203.139
Belo Jardim (PE),1.265.451,1.315.565,1.318.327,1.504.741,1.805.502
Betânia (PE),59.393,70.822,69.398,71.180,89.777
Bezerros (PE),528.409,588.291,612.979,641.654,711.513
Bodocó (PE),189.119,209.577,230.476,236.718,247.355
Bom Conselho (PE),336.222,407.477,436.582,476.159,481.173
Bom Jardim (PE),215.891,244.799,249.553,315.797,339.995
Bonito (PE),271.777,302.961,319.492,363.574,402.865
Brejão (PE),80.516,93.623,96.424,134.208,168.368
Brejinho (PE),41.258,45.713,48.181,53.094,51.751
Brejo da Madre de Deus (PE),243.722,281.942,298.753,325.242,353.158
Buenos Aires (PE),69.592,77.939,81.550,82.392,91.098
Buíque (PE),299.323,318.581,340.511,380.715,411.031
Cabo de Santo Agostinho (PE),7.522.346,7.887.875,8.078.057,8.656.731,10.031.202
Cabrobó (PE),324.360,368.175,317.393,372.899,404.210
Cachoeirinha (PE),141.178,155.524,163.066,171.908,202.167
Caetés (PE),142.208,158.295,197.094,245.079,417.640
Calçado (PE),70.081,86.532,92.197,75.322,90.310
Calumbi (PE),34.686,36.981,36.748,42.382,47.504
Camaragibe (PE),1.115.451,1.330.298,1.363.249,1.473.678,1.756.760
Camocim de São Félix (PE),113.037,131.189,139.800,150.311,160.771
Camutanga (PE),178.322,167.050,226.246,193.417,190.588
Canhotinho (PE),136.098,174.535,173.922,198.863,192.954
Capoeiras (PE),125.955,144.707,150.433,160.263,198.956
Carnaíba (PE),115.515,135.672,136.364,140.994,144.904
Carnaubeira da Penha (PE),59.614,66.518,65.701,73.997,77.107
Carpina (PE),1.019.101,1.198.805,1.184.604,1.276.878,1.318.644
Caruaru (PE),5.300.774,6.263.040,6.129.055,6.261.484,6.874.476
Casinhas (PE),68.748,74.636,75.585,81.196,90.218
Catende (PE),240.803,266.167,254.555,264.656,289.144
Cedro (PE),66.097,72.077,74.944,79.587,87.530
Chã de Alegria (PE),74.628,82.675,129.253,123.445,137.538
Chã Grande (PE),148.390,161.507,165.589,177.495,207.865
Condado (PE),166.327,181.699,191.826,204.465,214.311
Correntes (PE),103.763,111.940,127.158,133.370,151.074
Cortês (PE),92.527,107.719,104.855,125.968,105.235
Cumaru (PE),86.252,92.807,96.413,99.239,97.608
Cupira (PE),189.583,213.677,219.798,227.187,265.406
Custódia (PE),284.090,326.659,339.513,366.080,428.276
Dormentes (PE),149.358,164.596,160.688,196.360,214.781
Escada (PE),663.159,749.816,714.965,772.482,871.233
Exu (PE),187.868,205.477,209.976,223.198,238.194
Feira Nova (PE),128.068,138.581,148.819,167.016,190.754
Fernando de Noronha (PE),75.858,94.665,98.289,124.339,153.534
Ferreiros (PE),94.241,91.045,90.349,102.205,106.839
Flores (PE),108.087,124.764,122.100,144.801,183.259
Floresta (PE),357.062,368.312,359.574,395.890,412.537
Frei Miguelinho (PE),73.924,84.320,91.349,97.544,108.779
Gameleira (PE),167.754,190.272,196.206,236.503,205.405
Garanhuns (PE),1.798.795,1.865.104,1.988.101,2.090.674,2.342.216
Glória do Goitá (PE),266.069,368.140,375.755,399.796,479.264
Goiana (PE),1.523.593,2.417.853,3.928.984,5.570.161,9.154.029
Granito (PE),43.319,47.792,51.669,55.864,57.273
Gravatá (PE),854.681,949.021,935.712,1.015.770,1.068.764
Iati (PE),103.854,116.668,133.904,144.604,148.614
Ibimirim (PE),186.120,217.210,228.963,254.698,255.886
Ibirajuba (PE),41.028,51.813,53.019,56.029,60.412
Igarassu (PE),1.960.412,2.342.659,2.520.261,2.349.046,2.479.515
Iguaracy (PE),58.893,71.593,72.580,79.331,87.799
Inajá (PE),110.578,128.620,140.279,153.838,155.264
Ingazeira (PE),27.236,34.221,37.079,33.362,34.026
Ipojuca (PE),7.895.299,7.192.677,8.325.554,11.014.801,10.892.224
Ipubi (PE),206.381,212.761,235.669,254.277,269.160
Itacuruba (PE),42.858,53.928,49.752,53.161,53.413
Itaíba (PE),162.749,165.890,174.405,192.632,204.578
Ilha de Itamaracá (PE),179.021,213.944,208.742,223.094,239.364
Itambé (PE),270.184,358.831,379.557,464.334,494.818
Itapetim (PE),66.954,84.984,87.568,94.197,102.328
Itapissuma (PE),1.108.225,1.364.119,1.313.939,1.211.172,1.398.744
Itaquitinga (PE),116.693,141.569,152.428,130.487,129.665
Jaboatão dos Guararapes (PE),12.089.771,13.449.683,13.324.825,13.405.930,13.540.091
Jaqueira (PE),67.533,77.683,79.378,89.450,101.857
Jataúba (PE),92.670,102.360,104.475,115.146,119.044
Jatobá (PE),94.089,103.377,104.063,107.626,122.689
João Alfredo (PE),201.565,215.588,215.545,234.155,272.380
Joaquim Nabuco (PE),86.920,95.120,109.098,122.048,125.465
Jucati (PE),70.032,72.548,82.950,94.173,103.835
Jupi (PE),103.405,111.482,119.277,138.470,153.355
Jurema (PE),80.409,86.270,90.683,101.360,118.749
Lagoa do Carro (PE),125.280,151.023,165.925,201.866,228.047
Lagoa de Itaenga (PE),197.247,237.968,266.120,289.014,309.511
Lagoa do Ouro (PE),69.555,88.209,94.732,104.262,112.483
Lagoa dos Gatos (PE),79.803,88.185,92.973,97.710,128.980
Lagoa Grande (PE),263.259,257.088,256.751,287.730,327.416
Lajedo (PE),324.636,381.597,367.335,410.109,451.077
Limoeiro (PE),539.835,597.236,607.820,689.023,743.385
Macaparana (PE),185.923,213.843,224.987,245.292,242.580
Machados (PE),102.931,115.315,101.404,181.474,200.850
Manari (PE),87.796,98.422,101.472,115.891,118.784
Maraial (PE),65.216,67.940,70.629,78.501,85.685
Mirandiba (PE),104.043,118.714,126.355,141.065,155.980
Moreno (PE),488.626,560.229,567.983,630.344,682.721
Nazaré da Mata (PE),349.619,402.375,423.492,469.784,520.236
Olinda (PE),4.899.995,5.348.686,5.272.572,5.271.214,5.437.636
Orobó (PE),199.940,225.019,261.420,311.810,333.792
Orocó (PE),138.099,150.080,158.913,212.003,151.483
Ouricuri (PE),435.273,493.483,501.423,552.333,612.240
Palmares (PE),760.503,813.566,784.772,813.866,833.618
Palmeirina (PE),49.784,56.937,63.865,72.701,72.513
Panelas (PE),137.346,152.974,159.629,163.803,175.759
Paranatama (PE),63.151,74.544,106.862,197.585,242.841
Parnamirim (PE),143.153,157.955,152.050,165.590,163.905
Passira (PE),164.441,189.465,185.144,207.198,219.998
Paudalho (PE),457.881,514.209,596.613,671.465,758.366
Paulista (PE),3.772.154,4.182.900,4.001.582,3.803.798,4.018.623
Pedra (PE),147.309,150.838,206.289,214.332,243.944
Pesqueira (PE),555.170,604.086,633.189,644.277,691.904
Petrolândia (PE),443.407,580.015,855.688,898.029,1.078.866
Petrolina (PE),4.882.785,5.325.907,5.550.217,5.764.621,5.988.818
Poção (PE),66.423,72.965,74.299,78.902,85.549
Pombos (PE),250.985,298.836,316.184,336.850,363.983
Primavera (PE),130.795,131.693,140.481,158.817,168.864
Quipapá (PE),143.411,166.485,172.929,192.355,175.507
Quixaba (PE),37.302,42.973,41.157,49.271,49.179
Recife (PE),46.771.183,50.515.887,48.059.861,49.405.397,51.839.333
Riacho das Almas (PE),132.413,160.184,157.550,153.238,166.293
Ribeirão (PE),329.983,373.601,368.780,410.767,387.435
Rio Formoso (PE),214.780,229.496,247.717,273.842,259.964
Sairé (PE),102.350,121.148,136.803,150.976,144.528
Salgadinho (PE),43.979,49.470,51.681,58.288,62.142
Salgueiro (PE),658.744,776.671,744.482,784.309,792.338
Saloá (PE),92.905,106.997,110.964,120.161,143.490
Sanharó (PE),147.157,162.989,169.494,178.103,193.910
Santa Cruz (PE),78.769,88.523,91.094,97.963,100.486
Santa Cruz da Baixa Verde (PE),57.869,67.244,68.588,79.023,83.542
Santa Cruz do Capibaribe (PE),1.112.948,1.261.072,1.247.036,1.300.317,1.428.003
Santa Filomena (PE),63.204,73.970,75.239,82.616,91.193
Santa Maria da Boa Vista (PE),419.963,442.531,431.807,441.072,516.363
Santa Maria do Cambucá (PE),71.842,80.696,85.053,94.945,101.705
Santa Terezinha (PE),54.309,62.193,66.655,76.148,81.836
São Benedito do Sul (PE),69.033,76.591,79.765,97.754,96.157
São Bento do Una (PE),649.597,734.693,836.829,966.182,953.021
São Caitano (PE),249.658,303.404,317.449,321.975,350.467
São João (PE),150.420,159.140,160.587,200.962,202.370
São Joaquim do Monte (PE),119.288,132.182,143.238,152.766,168.133
São José da Coroa Grande (PE),181.662,205.035,179.212,193.050,251.044
São José do Belmonte (PE),203.231,227.600,220.638,247.225,256.606
São José do Egito (PE),243.016,298.310,298.657,298.691,362.827
São Lourenço da Mata (PE),819.448,910.032,979.004,1.050.789,1.107.233
São Vicente Férrer (PE),162.084,208.882,188.903,225.145,235.668
Serra Talhada (PE),1.090.726,1.252.558,1.228.482,1.284.216,1.336.854
Serrita (PE),105.813,114.302,118.649,134.694,136.759
Sertânia (PE),225.298,252.696,270.546,285.901,278.580
Sirinhaém (PE),422.508,486.856,507.264,559.962,482.254
Moreilândia (PE),68.026,75.837,69.917,79.967,81.056
Solidão (PE),33.768,37.974,37.011,38.889,41.238
Surubim (PE),596.604,662.351,654.815,699.165,771.621
Tabira (PE),188.414,210.482,210.454,226.257,249.010
Tacaimbó (PE),81.637,96.813,103.108,115.003,126.850
Tacaratu (PE),117.543,141.935,275.464,149.948,170.629
Tamandaré (PE),208.656,232.456,241.838,276.930,285.437
Taquaritinga do Norte (PE),193.041,212.457,203.769,224.758,264.907
Terezinha (PE),37.921,43.315,47.387,51.913,51.415
Terra Nova (PE),52.948,57.473,58.094,62.601,67.358
Timbaúba (PE),592.476,644.281,601.959,619.712,646.914
Toritama (PE),576.422,599.977,571.132,579.219,624.256
Tracunhaém (PE),84.863,95.902,106.811,103.239,101.545
Trindade (PE),261.824,273.605,284.063,291.089,281.806
Triunfo (PE),101.882,112.670,110.441,130.760,138.856
Tupanatinga (PE),134.988,146.793,150.550,172.195,184.072
Tuparetama (PE),56.900,63.785,64.689,68.985,75.771
Venturosa (PE),109.806,129.587,142.730,169.835,207.678
Verdejante (PE),50.109,58.498,58.781,62.126,64.763
Vertente do Lério (PE),67.685,56.594,61.343,58.956,67.084
Vertentes (PE),126.498,140.663,161.396,147.148,153.694
Vicência (PE),288.686,344.479,342.274,378.060,357.346
Vitória de Santo Antão (PE),2.583.944,2.950.014,3.090.716,3.207.949,3.691.415
Xexéu (PE),77.246,92.745,105.004,114.477,104.721
Água Branca (AL),106.273,111.654,115.971,126.126,136.648
Anadia (AL),116.960,125.747,126.221,142.668,141.403
Arapiraca (AL),2.973.621,3.436.667,3.935.792,3.892.760,4.104.162
Atalaia (AL),363.297,416.620,493.818,622.204,766.075
Barra de Santo Antônio (AL),116.982,124.802,135.259,172.241,160.796
Barra de São Miguel (AL),114.710,125.504,144.500,158.460,171.264
Batalha (AL),115.255,121.649,147.463,161.695,174.238
Belém (AL),33.546,31.806,35.077,36.110,38.220
Belo Monte (AL),61.633,57.952,70.829,64.308,83.338
Boca da Mata (AL),271.561,325.783,298.136,267.986,268.988
Branquinha (AL),48.522,63.156,153.516,375.433,395.000
Cacimbinhas (AL),64.171,70.416,79.688,77.752,88.262
Cajueiro (AL),128.290,135.658,141.147,153.730,171.715
Campestre (AL),50.414,52.649,55.584,56.852,63.955
Campo Alegre (AL),302.642,341.644,396.667,446.781,496.451
Campo Grande (AL),55.729,59.237,68.112,70.688,83.662
Canapi (AL),75.418,78.908,93.293,100.616,108.273
Capela (AL),146.771,147.254,157.666,183.165,179.071
Carneiros (AL),41.716,44.463,50.470,55.012,57.365
Chã Preta (AL),41.215,61.743,66.184,82.702,108.854
Coité do Nóia (AL),66.925,71.212,83.835,82.804,102.268
Colônia Leopoldina (AL),134.270,177.864,219.758,227.030,252.184
Coqueiro Seco (AL),47.740,47.688,49.735,61.270,67.040
Coruripe (AL),1.035.988,1.067.009,1.240.701,1.469.182,1.376.189
Craíbas (AL),118.969,130.036,183.369,155.918,196.579
Delmiro Gouveia (AL),478.098,479.379,486.192,457.368,475.706
Dois Riachos (AL),55.688,57.866,66.858,69.888,77.918
Estrela de Alagoas (AL),79.613,86.360,94.368,98.663,104.607
Feira Grande (AL),133.838,143.314,172.527,182.496,284.595
Feliz Deserto (AL),102.874,76.865,86.503,107.823,108.823
Flexeiras (AL),76.129,91.505,99.087,118.835,175.287
Girau do Ponciano (AL),219.086,229.845,263.217,288.959,322.917
Ibateguara (AL),95.552,107.752,119.308,122.426,140.477
Igaci (AL),155.223,147.980,161.950,167.031,181.926
Igreja Nova (AL),294.400,308.680,341.475,332.172,384.927
Inhapi (AL),89.152,95.001,103.259,104.840,112.130
Jacaré dos Homens (AL),36.973,35.622,45.169,45.865,52.055
Jacuípe (AL),53.849,79.742,62.443,65.877,171.513
Japaratinga (AL),100.051,91.824,98.715,110.822,159.426
Jaramataia (AL),34.765,36.070,43.193,43.050,53.735
Jequiá da Praia (AL),199.530,215.019,204.413,225.847,249.216
Joaquim Gomes (AL),117.418,128.941,146.176,227.526,315.272
Jundiá (AL),33.660,37.829,39.422,44.149,45.591
Junqueiro (AL),203.588,203.403,277.422,368.925,353.682
Lagoa da Canoa (AL),107.091,110.331,130.464,126.085,157.570
Limoeiro de Anadia (AL),157.758,254.247,378.463,501.225,458.698
Maceió (AL),16.456.725,18.266.729,20.690.141,21.305.268,21.841.866
Major Isidoro (AL),123.805,138.350,156.631,161.023,175.715
Maragogi (AL),299.635,416.748,442.984,521.556,673.421
Maravilha (AL),57.013,58.494,67.420,66.633,66.399
Marechal Deodoro (AL),1.238.951,1.242.757,1.488.214,1.639.965,1.922.611
Maribondo (AL),102.047,107.778,125.155,130.817,137.631
Mar Vermelho (AL),24.521,25.423,27.929,30.884,31.844
Mata Grande (AL),136.090,145.188,167.279,164.647,189.505
Matriz de Camaragibe (AL),204.861,223.959,237.393,271.013,298.468
Messias (AL),120.051,142.368,147.842,175.475,179.613
Minador do Negrão (AL),34.819,36.334,39.031,42.820,48.424
Monteirópolis (AL),38.666,41.416,48.752,51.791,51.895
Murici (AL),186.304,206.426,246.764,259.063,290.405
Novo Lino (AL),80.391,98.886,109.063,129.020,145.829
Olho d'Água das Flores (AL),151.850,161.001,192.812,196.419,191.882
Olho d'Água do Casado (AL),51.539,52.189,54.948,63.505,70.044
Olho d'Água Grande (AL),29.125,27.434,32.769,47.079,39.928
Olivença (AL),62.323,60.285,66.884,64.828,68.838
Ouro Branco (AL),56.462,60.038,65.590,69.508,76.940
Palestina (AL),27.399,26.768,30.936,34.697,33.400
Palmeira dos Índios (AL),658.389,732.347,934.494,724.987,778.477
Pão de Açúcar (AL),133.619,143.232,159.645,168.485,186.195
Pariconha (AL),49.022,53.200,62.666,61.963,72.060
Paripueira (AL),96.661,115.024,118.982,154.748,151.348
Passo de Camaragibe (AL),130.447,158.434,128.744,156.191,266.555
Paulo Jacinto (AL),40.449,45.624,52.886,61.859,67.639
Penedo (AL),568.495,644.217,744.739,862.862,897.784
Piaçabuçu (AL),143.049,172.121,190.622,272.755,293.761
Pilar (AL),597.650,449.236,437.528,422.423,433.111
Pindoba (AL),24.122,24.435,25.131,29.218,32.628
Piranhas (AL),140.447,164.366,175.714,199.329,220.225
Poço das Trincheiras (AL),70.659,71.590,78.848,85.978,92.554
Porto Calvo (AL),204.273,220.200,250.531,318.330,343.267
Porto de Pedras (AL),71.668,76.290,83.679,140.876,273.575
Porto Real do Colégio (AL),108.794,124.811,145.012,167.231,193.465
Quebrangulo (AL),68.208,74.237,85.591,103.621,112.656
Rio Largo (AL),634.944,731.770,855.803,983.459,1.018.571
Roteiro (AL),84.595,100.494,89.226,107.603,146.753
Santa Luzia do Norte (AL),57.503,86.332,107.737,113.928,153.707
Santana do Ipanema (AL),365.686,412.587,474.985,517.408,513.570
Santana do Mundaú (AL),164.668,248.243,327.061,773.129,807.102
São Brás (AL),39.417,47.819,53.978,75.666,115.090
São José da Laje (AL),190.647,272.369,315.700,255.460,302.139
São José da Tapera (AL),202.414,238.123,191.554,225.618,232.181
São Luís do Quitunde (AL),405.941,472.998,504.545,399.700,416.398
São Miguel dos Campos (AL),1.194.840,1.131.712,1.031.352,943.619,977.489
São Miguel dos Milagres (AL),74.018,84.878,97.692,105.933,140.978
São Sebastião (AL),247.113,256.591,280.306,341.246,381.078
Satuba (AL),111.801,104.966,115.157,139.010,207.667
Senador Rui Palmeira (AL),57.279,66.906,77.105,82.153,82.293
Tanque d'Arca (AL),35.430,37.383,42.277,46.900,49.596
Taquarana (AL),187.601,149.385,179.542,241.571,272.048
Teotônio Vilela (AL),341.836,309.776,392.197,463.205,470.147
Traipu (AL),142.349,148.793,157.368,194.150,205.488
União dos Palmares (AL),525.713,625.896,764.346,787.674,935.273
Viçosa (AL),173.251,195.341,232.516,261.081,295.468
Amparo do São Francisco (SE),21.311,24.832,27.059,25.822,28.365
Aquidabã (SE),186.779,190.412,222.558,224.995,216.458
Aracaju (SE),14.075.190,14.900.367,15.870.236,16.567.686,16.376.457
Arauá (SE),98.356,102.366,108.819,111.164,108.234
Areia Branca (SE),162.882,163.445,163.951,178.693,195.694
Barra dos Coqueiros (SE),393.882,439.719,385.515,360.515,385.636
Boquim (SE),247.329,272.910,281.522,291.884,299.585
Brejo Grande (SE),67.396,73.009,68.086,75.257,77.550
Campo do Brito (SE),144.434,152.441,184.371,211.059,211.710
Canhoba (SE),36.399,42.165,46.051,44.302,52.660
Canindé de São Francisco (SE),574.469,681.208,1.232.885,1.271.166,1.633.105
Capela (SE),265.191,311.402,324.459,309.494,327.035
Carira (SE),233.975,241.157,236.323,205.826,264.092
Carmópolis (SE),795.971,750.055,475.623,310.742,325.967
Cedro de São João (SE),38.703,42.663,46.674,49.842,52.112
Cristinápolis (SE),155.071,157.312,195.813,211.184,198.380
Cumbe (SE),32.806,35.784,38.160,38.108,41.641
Divina Pastora (SE),270.419,273.916,172.534,85.957,103.059
Estância (SE),1.706.347,1.787.377,1.637.872,1.462.690,1.634.349
Feira Nova (SE),45.488,54.132,54.174,58.200,67.053
Frei Paulo (SE),242.800,201.070,198.386,190.838,240.185
Gararu (SE),79.681,89.554,101.810,99.822,106.332
General Maynard (SE),25.007,29.228,29.218,31.260,31.130
Graccho Cardoso (SE),50.428,52.405,56.907,59.812,66.975
Ilha das Flores (SE),54.110,58.125,64.612,69.749,73.151
Indiaroba (SE),145.313,154.199,151.061,201.538,165.986
Itabaiana (SE),1.272.128,1.433.316,1.503.422,1.627.833,1.805.324
Itabaianinha (SE),325.171,343.546,369.012,406.783,429.878
Itabi (SE),38.565,44.518,47.687,50.849,55.934
Itaporanga d'Ajuda (SE),875.008,863.691,815.911,794.925,1.033.213
Japaratuba (SE),763.095,787.797,450.618,259.980,295.500
Japoatã (SE),122.711,123.264,138.941,148.515,151.970
Lagarto (SE),1.188.597,1.234.282,1.294.026,1.372.789,1.505.374
Laranjeiras (SE),922.709,1.042.853,1.086.914,1.001.428,926.520
Macambira (SE),50.837,50.057,60.232,61.766,71.170
Malhada dos Bois (SE),39.844,44.824,46.305,53.974,49.667
Malhador (SE),104.489,107.621,114.050,122.890,139.845
Maruim (SE),223.759,247.086,286.481,287.884,273.455
Moita Bonita (SE),111.820,113.262,142.307,145.035,148.976
Monte Alegre de Sergipe (SE),102.106,110.744,113.969,124.879,142.194
Muribeca (SE),107.918,108.812,78.197,82.603,82.173
Neópolis (SE),204.287,223.101,241.385,237.926,271.266
Nossa Senhora Aparecida (SE),104.981,135.155,156.782,130.271,135.445
Nossa Senhora da Glória (SE),427.508,515.395,521.220,507.874,554.396
Nossa Senhora das Dores (SE),247.190,286.471,252.014,274.517,287.979
Nossa Senhora de Lourdes (SE),48.064,52.199,57.950,60.794,64.542
Nossa Senhora do Socorro (SE),2.431.184,2.558.531,2.370.282,2.444.144,2.597.777
Pacatuba (SE),167.614,184.682,175.238,177.952,179.741
Pedra Mole (SE),28.708,30.041,30.093,30.308,36.483
Pedrinhas (SE),66.626,68.992,77.427,78.768,84.121
Pinhão (SE),53.376,66.226,62.211,60.070,70.589
Pirambu (SE),97.129,94.179,95.940,102.212,116.786
