UF,Municipio,Regiao,2013,2014,2015,2016,2017,2018,2019,2020
PE,Vicência,Nordeste,288.686,344.479,342.274,378.060,357.346,344.567,475.941,448.980
PE,Vitória de Santo Antão,Nordeste,2.583.944,2.950.014,3.090.716,3.207.949,3.691.415,3.718.470,4.193.093,4.205.949
PE,Xexéu,Nordeste,77.246,92.745,105.004,114.477,104.721,123.570,126.996,136.406
PE,Água Preta,Nordeste,181.039,205.770,221.673,225.878,239.859,245.566,256.332,249.521
PE,Águas Belas,Nordeste,242.963,266.570,285.979,313.206,334.358,348.814,361.984,380.145
PI,Batalha,Nordeste,127.212,141.549,149.878,164.715,177.475,191.851,207.330,218.538
PI,Água Branca,Nordeste,122.425,140.650,153.600,175.066,183.264,200.603,216.381,219.023
PI,São José do Divino,Nordeste,32.130,37.817,38.237,42.414,45.380,49.105,50.567,56.017
PI,Caracol,Nordeste,53.031,59.551,67.306,72.083,69.185,79.651,84.920,102.946
PI,Novo Santo Antônio,Nordeste,16.594,19.303,20.430,21.168,22.113,24.022,25.570,28.198
PI,Várzea Grande,Nordeste,21.376,25.249,26.136,29.678,30.919,32.650,35.449,39.979
PI,Bom Jesus,Nordeste,333.702,505.909,645.002,513.765,873.788,908.331,838.720,1.130.050
PI,Jurema,Nordeste,23.283,26.622,29.446,33.135,35.274,40.468,40.768,43.007
PI,Santa Filomena,Nordeste,97.069,158.867,203.591,90.202,213.171,322.466,314.127,498.790
PI,Acauã,Nordeste,31.537,36.802,41.232,45.597,44.378,52.078,55.291,62.638
PI,Agricolândia,Nordeste,21.778,24.521,28.595,29.522,34.199,37.494,40.786,43.373
PI,Alagoinha do Piauí,Nordeste,34.261,39.047,45.142,45.849,49.631,54.374,58.945,67.241
PI,Alegrete do Piauí,Nordeste,24.658,29.707,31.921,34.026,33.755,35.757,42.223,55.116
PI,Alto Longá,Nordeste,57.380,68.366,80.266,86.743,89.130,100.554,107.642,119.613
PI,Altos,Nordeste,236.720,291.944,301.871,346.468,372.946,418.709,450.597,477.955
PI,Alvorada do Gurguéia,Nordeste,38.737,56.912,59.401,52.291,73.951,70.756,62.425,74.690
PI,Amarante,Nordeste,91.994,111.663,115.459,124.643,134.528,144.120,155.827,182.075
PI,Angical do Piauí,Nordeste,40.343,45.881,46.636,49.504,55.261,64.259,68.691,66.879
PI,Antônio Almeida,Nordeste,80.090,75.748,52.216,45.895,70.621,136.650,86.325,133.133
PI,Anísio de Abreu,Nordeste,46.239,56.216,61.666,68.330,66.756,77.120,82.020,92.406
PI,Aroazes,Nordeste,31.536,36.358,40.363,43.305,45.273,48.638,49.780,55.295
PI,Aroeiras do Itaim,Nordeste,12.230,14.162,15.389,16.567,17.961,21.585,22.661,25.694
PI,Arraial,Nordeste,22.745,26.160,27.615,32.284,34.282,37.153,39.380,44.066
PI,Assunção do Piauí,Nordeste,33.863,36.693,40.443,43.830,47.388,55.579,55.445,55.247
PI,Avelino Lopes,Nordeste,49.835,57.387,64.253,71.047,77.762,78.956,83.961,89.631
PI,Baixa Grande do Ribeiro,Nordeste,299.600,478.327,559.741,238.070,744.553,953.234,863.446,1.229.742
PI,Barras,Nordeste,254.311,280.195,305.949,347.770,369.213,394.813,439.115,469.498
PI,Barreiras do Piauí,Nordeste,17.253,19.613,21.600,23.670,24.224,27.413,28.970,125.690
PI,Barro Duro,Nordeste,43.986,49.092,55.348,56.274,62.050,68.448,76.942,85.271
PI,Bela Vista do Piauí,Nordeste,21.344,26.303,28.816,28.873,33.124,35.211,38.369,44.127
PI,Belém do Piauí,Nordeste,16.756,19.972,23.263,24.847,26.727,29.182,33.424,39.807
PI,Beneditinos,Nordeste,43.615,52.945,56.545,64.098,69.202,75.928,82.371,88.721
PI,Bertolínia,Nordeste,34.303,42.060,43.610,47.811,53.321,58.642,61.002,69.562
PI,Betânia do Piauí,Nordeste,28.725,32.852,37.858,42.870,43.507,52.705,52.380,57.166
PI,Boa Hora,Nordeste,32.431,38.820,36.735,43.615,45.712,52.676,53.625,63.565
PI,Bocaina,Nordeste,23.683,28.734,32.921,34.753,48.403,43.706,46.722,53.142
PI,Bom Princípio do Piauí,Nordeste,28.561,34.194,34.667,41.116,49.109,52.807,56.449,62.317
PI,Bonfim do Piauí,Nordeste,24.777,28.892,31.390,35.791,36.671,41.473,43.999,48.951
PI,Boqueirão do Piauí,Nordeste,29.373,31.841,34.808,37.774,40.198,43.233,46.518,51.659
PI,Brasileira,Nordeste,35.402,41.411,42.837,48.181,53.639,56.114,58.836,65.254
PI,Brejo do Piauí,Nordeste,22.246,24.606,27.689,29.541,31.788,34.227,34.948,38.907
PI,Buriti dos Lopes,Nordeste,112.156,126.396,134.746,152.712,157.173,174.203,183.358,192.990
PI,Buriti dos Montes,Nordeste,34.188,39.858,43.296,45.550,51.318,57.382,61.702,69.127
PI,Cabeceiras do Piauí,Nordeste,41.307,47.766,51.235,57.853,59.083,67.423,73.225,79.359
PI,Cajazeiras do Piauí,Nordeste,16.796,20.207,21.680,23.253,25.414,27.717,27.903,30.332
PI,Cajueiro da Praia,Nordeste,53.663,61.758,65.895,74.959,81.551,81.911,92.358,92.947
PI,Caldeirão Grande do Piauí,Nordeste,24.481,39.360,50.876,47.648,45.508,107.482,86.586,171.885
PI,Campinas do Piauí,Nordeste,27.889,33.240,36.644,39.485,42.382,43.993,47.867,52.460
PI,Campo Alegre do Fidalgo,Nordeste,23.224,26.811,29.024,31.649,33.928,37.818,42.199,47.372
PI,Campo Grande do Piauí,Nordeste,30.861,38.071,46.321,50.406,49.787,57.382,52.606,63.216
PI,Campo Largo do Piauí,Nordeste,29.435,32.887,35.680,39.480,41.712,49.787,49.011,52.053
PI,Campo Maior,Nordeste,367.889,438.155,461.048,521.524,544.403,610.929,634.076,660.309
PI,Canavieira,Nordeste,22.399,25.123,26.675,27.033,31.355,31.407,34.459,39.117
PI,Canto do Buriti,Nordeste,136.043,160.531,180.621,203.524,207.518,221.885,234.422,262.402
PI,Capitão Gervásio Oliveira,Nordeste,21.382,23.312,24.893,28.161,30.153,33.208,34.753,39.022
PI,Capitão de Campos,Nordeste,50.235,59.987,63.986,74.511,82.581,92.694,93.753,98.391
PI,Caraúbas do Piauí,Nordeste,31.167,35.383,37.110,40.489,44.933,47.389,50.419,55.128
PI,Caridade do Piauí,Nordeste,23.938,26.020,30.203,35.510,32.859,39.083,41.478,50.228
PI,Castelo do Piauí,Nordeste,110.671,111.930,134.473,152.654,159.381,175.659,178.258,186.375
PI,Caxingó,Nordeste,30.391,32.554,36.875,41.887,43.692,46.255,47.447,50.262
PI,Cocal,Nordeste,131.491,156.678,170.117,193.152,211.421,221.596,234.172,253.184
PI,Cocal de Telha,Nordeste,26.177,28.956,31.388,34.491,37.510,40.057,43.630,44.116
PI,Cocal dos Alves,Nordeste,26.592,31.002,36.067,40.224,44.452,47.250,50.683,54.453
PI,Coivaras,Nordeste,20.697,23.898,23.642,26.820,29.760,32.147,33.818,38.891
PI,Colônia do Gurguéia,Nordeste,34.431,40.623,42.732,51.395,52.309,59.512,60.728,63.759
PI,Colônia do Piauí,Nordeste,36.346,42.328,48.308,50.068,51.536,55.382,57.681,62.609
PI,Conceição do Canindé,Nordeste,25.084,29.799,34.080,40.923,42.541,49.288,50.761,59.576
PI,Coronel José Dias,Nordeste,22.997,25.324,27.873,30.300,32.213,35.236,39.066,44.072
PI,Corrente,Nordeste,202.936,246.649,274.827,281.189,381.064,453.515,450.232,516.568
PI,Cristalândia do Piauí,Nordeste,39.176,40.716,47.129,48.876,53.740,56.685,64.626,69.134
PI,Cristino Castro,Nordeste,65.330,77.460,81.929,87.077,99.045,101.808,110.914,114.346
PI,Curimatá,Nordeste,70.113,75.759,79.413,84.130,88.835,101.787,110.902,121.829
PI,Currais,Nordeste,60.874,121.888,125.260,59.521,156.454,272.086,199.742,329.397
PI,Curral Novo do Piauí,Nordeste,22.438,24.326,29.980,33.584,302.333,71.196,58.602,65.329
PI,Curralinhos,Nordeste,16.287,21.847,22.213,24.080,26.143,30.495,31.552,34.873
PI,Demerval Lobão,Nordeste,84.313,126.095,130.390,138.989,133.283,168.785,188.692,196.566
PI,Dirceu Arcoverde,Nordeste,29.048,32.043,35.158,39.331,44.231,51.675,57.889,62.189
PI,Dom Expedito Lopes,Nordeste,42.034,49.706,61.115,68.835,66.929,74.813,77.318,78.767
PI,Dom Inocêncio,Nordeste,36.986,45.741,49.614,53.101,56.718,61.120,65.949,96.062
PI,Domingos Mourão,Nordeste,20.263,24.902,26.784,30.397,31.910,33.775,35.593,41.694
PI,Elesbão Veloso,Nordeste,82.379,98.234,108.043,117.091,123.746,138.363,151.022,152.434
PI,Eliseu Martins,Nordeste,28.924,36.406,36.828,40.292,40.847,44.705,50.233,51.755
PI,Esperantina,Nordeste,229.214,264.596,289.597,325.078,338.421,374.921,407.186,433.607
PI,Fartura do Piauí,Nordeste,21.320,24.376,25.267,26.560,27.875,30.568,39.410,42.099
PI,Flores do Piauí,Nordeste,22.511,27.845,31.903,29.925,36.028,37.572,40.044,44.133
PI,Floresta do Piauí,Nordeste,14.464,17.211,17.161,19.233,20.000,21.555,22.023,24.403
PI,Floriano,Nordeste,786.120,911.773,919.600,1.020.575,1.019.440,1.104.254,1.198.895,1.312.509
PI,Francinópolis,Nordeste,24.443,29.815,31.605,33.474,36.158,38.819,39.794,41.798
PI,Francisco Ayres,Nordeste,22.799,28.324,32.771,30.013,36.426,38.524,38.371,42.610
PI,Francisco Macedo,Nordeste,13.395,16.557,19.018,24.129,23.296,29.896,32.164,34.767
PI,Francisco Santos,Nordeste,42.063,51.090,57.247,63.346,62.302,70.155,77.331,83.008
PI,Fronteiras,Nordeste,184.416,235.561,179.371,184.700,146.169,100.934,111.291,118.437
PI,Geminiano,Nordeste,31.838,37.276,41.728,47.421,42.711,46.975,49.930,56.337
PI,Gilbués,Nordeste,95.990,165.204,177.906,113.654,185.881,226.265,258.399,307.259
PI,Guadalupe,Nordeste,230.768,240.707,254.564,429.640,534.632,741.138,584.389,552.766
PI,Guaribas,Nordeste,21.727,25.877,28.906,30.437,30.674,33.478,33.822,42.466
PI,Hugo Napoleão,Nordeste,19.456,23.212,24.073,25.996,26.749,29.637,30.008,31.923
PI,Ilha Grande,Nordeste,50.724,58.690,60.412,66.916,68.249,72.841,76.153,80.081
PI,Inhuma,Nordeste,81.478,94.264,101.962,114.977,122.334,137.128,142.510,153.084
PI,Ipiranga do Piauí,Nordeste,47.743,57.025,59.910,68.371,68.411,72.048,75.289,79.898
PI,Isaías Coelho,Nordeste,37.696,43.450,46.019,49.556,53.763,62.744,67.209,80.022
PI,Itainópolis,Nordeste,55.102,62.023,65.220,77.845,79.806,88.746,97.973,104.071
PI,Itaueira,Nordeste,66.233,80.836,92.186,96.077,109.043,110.086,116.716,127.813
PI,Jacobina do Piauí,Nordeste,30.587,35.060,38.385,38.290,43.091,48.609,52.968,58.691
PI,Jaicós,Nordeste,113.801,124.694,129.899,146.075,160.113,171.645,176.179,193.769
PI,Jardim do Mulato,Nordeste,19.549,22.714,25.265,26.368,29.453,29.928,31.330,34.801
PI,Jatobá do Piauí,Nordeste,27.315,31.165,32.528,34.907,40.038,42.491,44.977,51.531
PI,Jerumenha,Nordeste,29.202,36.963,44.178,40.163,43.378,43.544,51.056,47.994
PI,Joaquim Pires,Nordeste,60.570,71.230,78.422,87.243,90.565,96.672,104.115,107.366
PI,Joca Marques,Nordeste,22.767,26.674,28.975,32.031,34.501,38.677,41.290,44.872
PI,José de Freitas,Nordeste,235.028,256.455,274.111,296.506,319.692,349.798,369.453,379.626
PI,João Costa,Nordeste,14.860,18.659,19.869,22.886,25.952,27.247,55.088,64.094
PI,Juazeiro do Piauí,Nordeste,26.274,33.130,35.675,39.433,41.717,47.896,49.470,60.641
PI,Júlio Borges,Nordeste,26.866,30.583,35.792,38.041,40.450,43.184,61.530,74.021
PI,Lagoa Alegre,Nordeste,35.808,39.967,48.782,54.246,58.731,62.764,66.857,73.187
PI,Lagoa de São Francisco,Nordeste,29.155,33.095,34.595,38.046,39.871,45.126,50.293,53.010
PI,Lagoa do Barro do Piauí,Nordeste,23.759,25.973,30.377,30.308,37.309,176.848,445.639,352.769
PI,Lagoa do Piauí,Nordeste,34.523,42.993,34.334,39.114,43.751,50.007,54.443,66.691
PI,Lagoa do Sítio,Nordeste,23.989,27.491,30.937,36.307,45.737,42.398,43.317,45.751
PI,Lagoinha do Piauí,Nordeste,12.389,15.992,17.150,18.131,20.212,22.299,24.643,37.230
PI,Landri Sales,Nordeste,43.976,58.821,79.016,55.464,61.797,77.664,77.063,87.701
PI,Luzilândia,Nordeste,136.672,164.110,168.751,185.887,191.741,206.317,216.492,222.664
PI,Luís Correia,Nordeste,186.818,217.377,234.571,258.264,286.913,305.976,332.918,348.276
PI,Madeiro,Nordeste,35.684,39.190,42.176,47.843,48.645,53.523,57.802,64.448
PI,Manoel Emídio,Nordeste,30.603,33.685,35.894,39.713,42.411,42.090,50.992,53.536
PI,Marcolândia,Nordeste,40.119,47.836,59.218,62.464,62.005,69.518,87.544,153.330
PI,Marcos Parente,Nordeste,23.623,28.417,34.258,33.622,39.735,41.780,44.984,47.996
PI,Massapê do Piauí,Nordeste,25.796,29.497,32.469,35.816,38.950,42.106,45.762,52.944
PI,Matias Olímpio,Nordeste,51.353,61.757,67.754,74.745,72.096,77.107,83.432,90.468
PI,Miguel Alves,Nordeste,151.673,165.354,183.018,200.170,228.090,238.636,260.075,280.591
PI,Miguel Leão,Nordeste,9.633,14.264,11.501,11.679,14.725,16.537,16.858,21.627
PI,Milton Brandão,Nordeste,29.981,34.592,36.310,39.519,43.190,46.941,50.060,54.505
PI,Monsenhor Gil,Nordeste,67.048,82.289,83.528,92.397,91.040,94.013,92.069,108.100
PI,Monsenhor Hipólito,Nordeste,35.160,40.590,46.146,49.565,54.391,62.950,66.593,90.088
PI,Monte Alegre do Piauí,Nordeste,78.149,100.737,127.966,107.652,155.127,196.077,168.812,249.695
PI,Morro Cabeça no Tempo,Nordeste,21.946,23.521,25.015,25.652,30.625,31.609,33.867,35.107
PI,Morro do Chapéu do Piauí,Nordeste,30.008,34.885,37.650,42.392,44.502,47.198,52.292,58.945
PI,Murici dos Portelas,Nordeste,42.602,46.937,50.202,59.821,64.738,67.298,66.490,70.597
PI,Nazaré do Piauí,Nordeste,33.228,38.483,41.594,45.731,48.553,54.054,60.082,64.656
PI,Nossa Senhora de Nazaré,Nordeste,21.314,25.488,28.653,30.810,33.373,38.051,39.757,42.531
PI,Nossa Senhora dos Remédios,Nordeste,40.904,48.426,51.627,56.826,59.819,68.953,70.976,74.682
PI,Nova Santa Rita,Nordeste,25.379,33.023,28.603,30.088,32.993,36.387,39.022,44.037
PI,Novo Oriente do Piauí,Nordeste,28.044,34.971,38.267,39.566,42.012,45.822,50.034,53.186
PI,Oeiras,Nordeste,255.952,307.032,332.971,377.711,401.131,441.039,481.876,539.394
PI,Padre Marcos,Nordeste,37.115,43.475,46.528,52.229,54.162,59.670,62.577,74.913
PI,Paes Landim,Nordeste,23.584,29.433,31.565,34.223,35.135,38.346,41.486,43.249
PI,Pajeú do Piauí,Nordeste,17.441,20.080,22.368,24.544,27.308,35.370,38.690,48.889
PI,Palmeira do Piauí,Nordeste,38.602,57.670,61.902,50.195,71.089,70.832,88.477,129.039
PI,Palmeirais,Nordeste,64.412,77.981,80.015,87.213,97.353,105.944,115.457,125.261
PI,Paquetá,Nordeste,19.448,21.804,23.974,26.292,33.336,34.542,35.415,41.912
PI,Parnaguá,Nordeste,58.331,68.739,70.713,75.689,80.971,89.973,96.175,113.741
PI,Parnaíba,Nordeste,1.430.208,1.661.185,1.796.195,1.917.307,2.037.877,2.325.059,2.625.553,2.612.516
PI,Passagem Franca do Piauí,Nordeste,27.264,33.080,34.560,33.874,35.342,35.436,38.226,41.496
PI,Patos do Piauí,Nordeste,29.999,34.171,38.746,41.562,45.467,48.628,52.564,57.079
PI,Paulistana,Nordeste,119.542,144.794,170.394,203.075,192.247,205.700,221.361,252.733
PI,Pavussu,Nordeste,17.752,20.522,21.931,23.455,27.812,29.984,31.459,35.554
PI,Pedro II,Nordeste,188.179,230.739,261.114,277.597,289.648,320.879,343.480,356.985
PI,Pedro Laurentino,Nordeste,14.491,18.213,17.872,19.829,20.999,24.603,24.398,27.408
PI,Picos,Nordeste,1.039.698,1.205.393,1.234.349,1.397.870,1.425.827,1.517.796,1.668.488,1.760.581
PI,Pimenteiras,Nordeste,55.447,62.931,67.446,73.039,79.991,85.801,98.070,104.469
PI,Pio IX,Nordeste,93.600,107.536,130.720,129.452,134.289,173.934,181.913,207.500
PI,Piracuruca,Nordeste,176.037,210.445,221.106,237.794,260.367,281.075,314.114,335.589
PI,Piripiri,Nordeste,447.818,530.307,584.212,641.357,657.240,718.548,775.097,903.169
PI,Porto,Nordeste,57.464,65.916,73.255,75.514,80.877,90.708,93.054,101.887
PI,Porto Alegre do Piauí,Nordeste,20.501,22.771,19.962,21.606,22.698,22.741,25.069,28.865
PI,Prata do Piauí,Nordeste,15.802,18.216,19.244,21.069,22.044,24.620,25.126,27.320
PI,Queimada Nova,Nordeste,44.304,49.806,57.679,62.820,68.303,75.029,88.698,119.498
PI,Redenção do Gurguéia,Nordeste,47.888,54.538,59.238,58.863,67.413,73.854,79.130,87.383
PI,Regeneração,Nordeste,99.859,115.955,134.724,139.722,157.687,185.043,175.538,218.373
PI,Riacho Frio,Nordeste,24.136,27.629,30.778,33.083,35.147,37.432,40.450,44.393
PI,Ribeira do Piauí,Nordeste,18.945,21.977,23.866,44.119,111.343,229.984,226.864,185.683
PI,Ribeiro Gonçalves,Nordeste,187.629,276.033,245.324,124.005,346.829,399.050,317.266,461.081
PI,Rio Grande do Piauí,Nordeste,31.970,36.833,40.154,41.316,44.690,50.379,53.902,57.216
PI,Santa Cruz do Piauí,Nordeste,34.054,38.766,41.326,46.279,48.960,53.011,56.346,61.707
PI,Santa Cruz dos Milagres,Nordeste,21.123,25.923,28.090,31.227,32.598,34.846,37.236,41.441
PI,Santa Luz,Nordeste,30.196,35.155,36.862,39.916,45.876,47.512,53.270,56.422
PI,Santa Rosa do Piauí,Nordeste,25.063,29.777,31.148,34.990,35.823,36.934,41.750,46.525
PI,Santana do Piauí,Nordeste,20.549,24.837,28.239,29.788,32.726,35.555,35.995,39.186
PI,Santo Antônio de Lisboa,Nordeste,38.347,42.178,42.388,45.849,58.173,61.210,64.131,71.742
PI,Santo Antônio dos Milagres,Nordeste,10.303,11.715,12.066,13.362,12.993,14.127,15.474,16.741
PI,Santo Inácio do Piauí,Nordeste,18.632,23.177,24.143,26.603,27.386,31.540,33.638,37.524
PI,Sebastião Barros,Nordeste,25.756,28.365,31.060,31.417,35.080,38.285,38.448,41.742
PI,Sebastião Leal,Nordeste,70.573,83.292,69.007,43.882,123.309,148.952,107.410,176.007
PI,Sigefredo Pacheco,Nordeste,42.745,48.673,51.512,55.614,61.780,65.284,69.317,75.638
PI,Simplício Mendes,Nordeste,92.105,105.887,115.324,128.653,132.454,142.240,179.019,192.830
PI,Simões,Nordeste,70.485,81.533,98.081,114.367,464.217,259.421,254.299,285.013
PI,Socorro do Piauí,Nordeste,20.944,22.153,26.446,29.531,33.472,31.866,35.459,40.775
PI,Sussuapara,Nordeste,37.819,44.873,49.046,53.415,48.243,55.341,65.564,73.087
PI,São Braz do Piauí,Nordeste,20.167,22.045,26.714,27.208,27.904,32.199,33.905,40.298
PI,São Francisco de Assis do Piauí,Nordeste,27.484,32.016,35.440,37.034,39.059,42.321,48.034,52.719
PI,São Francisco do Piauí,Nordeste,35.794,39.527,42.378,45.037,48.066,50.842,52.669,56.650
PI,São Félix do Piauí,Nordeste,16.596,20.010,21.128,22.883,24.218,27.496,29.205,30.975
PI,São Gonçalo do Gurguéia,Nordeste,19.785,23.820,25.378,22.329,28.734,32.271,48.017,53.816
PI,São Gonçalo do Piauí,Nordeste,22.679,28.936,27.919,30.925,35.346,42.045,45.105,50.824
PI,São José do Peixe,Nordeste,21.179,26.019,28.237,31.150,32.442,33.917,35.952,39.571
PI,São José do Piauí,Nordeste,35.240,39.024,44.614,45.442,51.981,57.382,61.055,68.119
PI,São João da Canabrava,Nordeste,21.180,25.034,27.295,29.766,32.463,36.046,41.389,46.928
PI,São João da Fronteira,Nordeste,28.130,40.342,37.426,38.556,44.499,47.047,49.592,57.461
PI,São João da Serra,Nordeste,30.255,36.062,40.360,42.935,47.054,50.049,52.625,59.613
PI,São João da Varjota,Nordeste,19.669,23.178,24.493,27.335,29.829,30.370,31.417,34.415
PI,São João do Arraial,Nordeste,36.868,36.250,39.602,44.296,46.382,51.822,56.360,62.458
PI,São João do Piauí,Nordeste,144.378,160.303,168.692,195.527,215.814,228.714,341.871,448.246
PI,São Julião,Nordeste,28.969,34.636,37.428,42.057,43.991,47.826,51.222,57.862
PI,São Lourenço do Piauí,Nordeste,22.027,26.393,27.400,29.491,29.905,32.747,35.698,40.662
PI,São Luis do Piauí,Nordeste,11.791,13.933,14.694,16.579,17.237,19.124,21.836,24.849
PI,São Miguel da Baixa Grande,Nordeste,13.188,15.694,16.719,19.459,20.291,21.933,23.399,25.352
PI,São Miguel do Fidalgo,Nordeste,15.087,17.881,19.367,21.761,23.516,22.824,25.377,28.493
PI,São Miguel do Tapuio,Nordeste,84.649,96.734,104.301,116.472,121.266,133.008,139.950,150.697
PI,São Pedro do Piauí,Nordeste,74.989,86.698,99.647,99.366,102.648,104.412,115.369,118.913
PI,São Raimundo Nonato,Nordeste,268.778,324.622,354.324,388.810,407.818,448.349,493.420,546.502
PI,Tamboril do Piauí,Nordeste,14.144,17.104,19.400,20.444,21.916,24.344,25.807,29.931
PI,Tanque do Piauí,Nordeste,16.439,20.373,20.634,22.196,27.097,26.886,28.628,32.914
PI,Teresina,Nordeste,14.753.990,17.774.629,17.637.197,19.161.573,19.117.641,20.968.077,22.007.482,21.578.875
PI,União,Nordeste,251.621,275.740,300.514,324.598,338.820,365.652,398.717,407.320
PI,Uruçuí,Nordeste,663.087,954.245,1.026.284,776.453,1.261.586,1.702.960,1.467.236,1.912.855
PI,Valença do Piauí,Nordeste,144.804,175.328,185.160,207.326,223.659,239.087,259.904,262.995
PI,Vera Mendes,Nordeste,16.018,19.413,19.262,21.734,24.082,25.816,27.014,29.899
PI,Vila Nova do Piauí,Nordeste,19.746,22.829,24.298,29.262,28.812,29.805,30.395,35.245
PI,Várzea Branca,Nordeste,22.279,26.341,28.674,30.008,34.735,37.445,38.812,46.412
PI,Wall Ferraz,Nordeste,21.553,24.663,25.783,29.545,31.400,34.038,33.832,37.479
PR,Cruzeiro do Sul,Sul,144.384,135.717,142.848,180.608,198.725,185.321,173.843,197.191
PR,Atalaia,Sul,96.969,99.219,114.163,110.665,153.444,136.603,144.962,184.711
PR,Japurá,Sul,170.382,155.532,184.148,205.088,232.020,251.373,235.546,312.735
PR,Itambé,Sul,140.717,144.450,155.558,171.257,180.219,189.666,174.411,244.775
PR,Jussara,Sul,146.480,177.567,199.505,213.421,214.042,224.502,224.307,371.340
PR,Nova Fátima,Sul,141.553,136.311,183.131,207.537,298.689,247.542,215.927,281.462
PR,Planalto,Sul,233.335,248.419,259.147,297.629,310.555,326.188,320.557,377.506
PR,Santa Inês,Sul,35.811,33.972,32.778,42.518,49.230,41.066,43.850,52.003
PR,Cascavel,Sul,8.433.444,9.467.610,10.128.220,10.816.720,11.378.218,12.243.044,12.593.335,14.155.106
PR,Iguatu,Sul,63.543,62.352,58.333,62.182,56.346,61.965,62.818,91.613
PR,Boa Esperança,Sul,173.172,177.685,160.847,211.842,195.382,202.874,201.281,276.240
PR,Nova Aurora,Sul,368.512,400.257,436.605,520.238,549.259,625.757,554.968,744.875
PR,Mirador,Sul,55.590,64.717,87.898,86.805,81.779,102.339,101.290,130.115
PR,Santa Helena,Sul,627.235,698.137,775.544,854.651,856.194,934.322,978.186,1.208.950
PR,Bom Sucesso,Sul,99.809,97.755,103.723,112.280,122.814,114.888,120.136,147.465
