UF,Municipio,Regiao,2013,2014,2015,2016,2017,2018,2019,2020
SC,Imaruí,Sul,151.886,157.060,163.863,173.628,181.532,196.353,196.004,237.231
SC,Imbituba,Sul,989.630,1.074.231,1.178.408,1.369.594,1.548.283,1.776.654,2.019.884,2.148.020
SC,Imbuia,Sul,113.767,113.727,117.463,133.387,123.586,178.560,174.751,212.724
SC,Indaial,Sul,1.834.322,2.288.292,2.219.339,2.321.940,2.500.546,2.591.007,2.976.676,3.128.704
SC,Iomerê,Sul,96.230,96.019,92.778,96.916,127.194,124.824,162.267,185.751
SC,Ipira,Sul,65.819,75.235,74.264,81.058,84.447,84.700,87.808,97.829
SC,Iporã do Oeste,Sul,177.918,208.974,213.006,243.256,256.043,254.719,293.624,326.493
SC,Ipuaçu,Sul,297.052,182.541,227.992,232.908,223.156,223.428,253.110,277.344
SC,Ipumirim,Sul,210.856,304.183,306.612,309.827,313.269,332.379,356.165,398.968
SC,Iraceminha,Sul,81.686,84.883,87.971,97.004,95.684,98.290,99.225,111.997
SC,Irani,Sul,180.512,194.846,190.921,196.138,210.934,238.548,242.313,269.570
SC,Irineópolis,Sul,266.232,286.181,281.634,324.905,299.113,347.743,334.990,389.770
SC,Itaiópolis,Sul,530.724,666.254,649.004,677.198,704.122,749.735,772.860,855.758
SC,Itajaí,Sul,15.485.921,18.072.445,18.708.229,19.288.428,21.932.201,25.490.826,28.209.752,33.084.145
SC,Itapema,Sul,1.155.218,1.352.819,1.476.770,1.581.139,1.698.461,1.872.396,2.142.304,2.406.021
SC,Itapoá,Sul,632.481,456.045,547.473,617.185,714.775,793.242,918.133,1.139.768
SC,Ituporanga,Sul,592.436,703.408,702.224,781.570,831.857,934.356,967.472,1.109.876
SC,Itá,Sul,175.333,211.519,210.697,220.125,240.150,265.191,307.917,374.364
SC,Içara,Sul,1.540.550,1.832.170,1.827.679,1.890.768,2.102.972,2.338.643,2.556.326,2.775.481
SC,Jaborá,Sul,101.755,120.123,116.183,123.628,141.481,126.936,139.982,161.516
SC,Jacinto Machado,Sul,272.987,254.621,256.440,289.946,322.630,331.800,377.249,454.946
SC,Jaguaruna,Sul,304.927,360.337,401.205,456.298,473.335,477.358,582.215,813.588
SC,Jaraguá do Sul,Sul,7.782.911,7.055.656,7.916.277,7.768.568,8.523.055,8.991.686,9.806.864,9.984.243
SC,Jardinópolis,Sul,38.526,30.703,32.062,45.527,37.699,39.826,51.409,59.402
SC,Joaçaba,Sul,1.156.722,1.419.826,1.470.374,1.488.682,1.577.136,1.705.105,1.807.617,1.953.779
SC,Joinville,Sul,22.049.703,25.136.137,26.552.124,25.236.074,27.388.124,30.795.490,34.527.324,36.391.912
SC,José Boiteux,Sul,80.305,81.175,88.012,98.297,108.764,102.352,106.900,117.421
SC,Jupiá,Sul,44.110,42.959,44.650,53.192,52.781,56.792,54.048,69.669
SC,Lacerdópolis,Sul,109.678,80.256,82.188,88.769,93.047,92.358,105.167,138.061
SC,Lages,Sul,3.595.196,4.379.587,4.746.496,4.749.124,5.075.586,5.105.747,5.568.825,5.880.007
SC,Laguna,Sul,668.180,748.636,757.678,784.302,841.742,870.879,891.636,962.895
SC,Lajeado Grande,Sul,91.100,41.947,35.116,38.098,39.369,41.366,50.328,60.932
SC,Laurentino,Sul,165.060,214.231,218.288,252.520,257.563,268.147,289.932,337.187
SC,Lebon Régis,Sul,181.963,193.065,216.200,248.571,223.593,247.027,319.477,365.967
SC,Leoberto Leal,Sul,72.564,72.191,68.718,78.299,93.076,94.030,97.972,119.876
SC,Lindóia do Sul,Sul,110.011,145.483,154.728,130.153,109.275,107.274,115.381,139.204
SC,Lontras,Sul,203.324,232.101,234.860,268.475,314.283,322.213,357.574,395.109
SC,Luiz Alves,Sul,406.347,479.092,482.012,538.355,575.787,581.046,495.953,593.037
SC,Luzerna,Sul,145.242,183.468,150.951,155.687,158.733,170.745,191.227,238.302
SC,Macieira,Sul,45.725,41.470,41.390,56.743,43.147,48.707,53.710,54.908
SC,Mafra,Sul,1.254.306,1.444.661,1.356.313,1.447.452,1.660.261,1.961.482,1.975.860,2.106.806
SC,Major Gercino,Sul,35.019,41.894,41.576,46.315,46.447,49.335,52.368,53.895
SC,Major Vieira,Sul,155.860,185.159,173.020,185.939,185.874,211.006,210.544,241.225
SC,Maracajá,Sul,158.260,169.528,168.241,170.124,181.051,197.526,199.859,221.955
SC,Marema,Sul,103.746,58.497,57.508,60.091,60.465,57.692,64.459,76.098
SC,Matos Costa,Sul,31.959,36.161,36.734,45.871,48.419,51.803,51.444,51.603
SC,Meleiro,Sul,146.701,194.175,203.187,226.210,242.069,239.759,267.458,272.827
SC,Mirim Doce,Sul,51.865,46.820,48.111,49.677,55.134,52.967,58.453,74.834
SC,Modelo,Sul,128.214,90.762,95.556,112.414,108.068,115.129,118.964,133.991
SC,Mondaí,Sul,415.833,537.625,491.167,517.119,581.366,656.860,713.685,873.779
SC,Monte Carlo,Sul,156.632,136.727,147.953,160.076,137.059,158.890,175.416,194.817
SC,Monte Castelo,Sul,152.819,178.008,174.366,164.595,158.882,176.214,174.405,201.302
SC,Morro Grande,Sul,92.853,169.260,171.921,176.243,133.371,104.842,101.594,114.931
SC,Morro da Fumaça,Sul,514.468,605.329,609.470,592.134,635.539,642.865,665.754,708.245
SC,Navegantes,Sul,2.711.377,3.292.421,3.258.291,3.287.283,4.108.477,3.823.171,4.684.221,4.971.219
SC,Nova Erechim,Sul,135.042,134.631,135.388,161.168,154.516,164.029,184.257,215.969
SC,Nova Itaberaba,Sul,138.656,97.412,98.889,107.925,104.949,107.253,134.306,145.013
SC,Nova Trento,Sul,388.390,468.000,479.664,508.094,523.649,591.571,631.176,626.292
SC,Orleans,Sul,863.829,835.089,833.869,845.354,972.736,907.528,914.094,977.865
SC,Otacílio Costa,Sul,540.928,554.071,621.610,643.087,695.720,756.115,771.816,854.180
SC,Ouro,Sul,119.382,135.537,139.204,149.796,159.749,166.185,195.961,216.569
SC,Ouro Verde,Sul,84.813,69.212,68.587,87.367,86.255,87.373,93.757,118.065
SC,Paial,Sul,74.155,30.108,31.551,36.125,38.921,41.202,41.042,47.599
SC,Painel,Sul,40.403,40.870,44.323,58.011,57.573,47.345,59.884,66.513
SC,Palhoça,Sul,3.990.380,4.694.889,5.104.686,4.375.512,4.834.031,5.495.239,5.981.661,6.530.836
SC,Palma Sola,Sul,234.035,187.567,174.702,219.711,201.937,225.371,210.110,250.727
SC,Palmitos,Sul,547.052,511.739,501.812,543.968,575.112,622.695,690.896,762.021
SC,Papanduva,Sul,827.142,451.506,444.032,485.294,543.672,599.731,608.184,726.454
SC,Paraíso,Sul,128.955,80.658,78.748,91.895,88.845,101.066,114.049,135.596
SC,Passo de Torres,Sul,75.292,93.660,126.100,123.272,140.034,164.550,176.762,201.419
SC,Passos Maia,Sul,98.779,98.577,107.380,123.801,136.167,138.421,133.258,145.979
SC,Paulo Lopes,Sul,175.388,196.748,166.877,173.173,181.155,190.316,200.409,227.628
SC,Pedras Grandes,Sul,85.093,106.381,111.493,133.547,138.811,132.759,170.825,215.609
SC,Penha,Sul,452.574,521.145,593.903,625.841,673.741,744.014,818.900,912.953
SC,Peritiba,Sul,60.577,73.455,71.839,80.987,83.670,85.075,93.932,105.796
SC,Pinhalzinho,Sul,848.487,876.975,852.945,941.667,1.019.819,1.124.193,1.142.862,1.346.174
SC,Pinheiro Preto,Sul,97.049,129.648,135.817,149.761,165.772,161.629,185.381,229.679
SC,Piratuba,Sul,474.689,512.852,718.591,761.259,653.928,615.058,744.223,744.967
SC,Planalto Alegre,Sul,105.150,55.732,56.450,54.974,88.616,94.958,110.951,115.407
SC,Pomerode,Sul,1.460.079,2.149.149,1.708.490,1.712.404,1.919.219,2.026.542,2.119.535,2.197.112
SC,Ponte Alta,Sul,77.994,107.711,93.544,104.402,109.888,113.964,130.958,146.048
SC,Ponte Alta do Norte,Sul,95.620,81.083,74.609,79.706,110.204,115.312,114.120,138.328
SC,Ponte Serrada,Sul,245.046,210.410,206.329,218.211,225.478,227.218,226.706,249.948
SC,Porto Belo,Sul,735.350,831.065,878.272,884.186,945.196,1.178.492,1.262.036,1.334.187
SC,Porto União,Sul,507.225,575.418,574.461,611.652,703.090,755.636,778.739,913.881
SC,Pouso Redondo,Sul,404.286,483.465,435.331,490.796,520.724,484.199,552.288,643.935
SC,Praia Grande,Sul,114.635,128.769,129.246,140.106,155.814,160.288,169.564,190.251
SC,Presidente Getúlio,Sul,357.778,493.962,491.715,512.337,625.811,712.107,721.755,774.707
SC,Presidente Nereu,Sul,42.621,45.066,44.774,53.222,55.113,52.784,51.270,57.694
SC,Princesa,Sul,53.005,57.682,52.504,66.162,66.929,71.461,74.082,105.012
SC,Quilombo,Sul,454.934,331.593,338.346,356.785,347.609,352.932,365.021,406.964
SC,Rancho Queimado,Sul,91.740,92.018,102.235,107.407,102.976,117.627,137.059,145.895
SC,Rio Fortuna,Sul,212.815,236.880,229.424,230.650,237.809,238.325,244.804,227.717
SC,Rio Negrinho,Sul,869.022,971.603,986.804,997.978,1.092.653,1.158.392,1.232.921,1.388.843
SC,Rio Rufino,Sul,39.432,37.586,41.445,50.194,50.133,48.529,59.281,67.621
SC,Rio das Antas,Sul,123.850,149.217,145.211,173.948,176.864,191.130,218.652,255.999
SC,Rio do Campo,Sul,129.978,138.501,137.503,145.614,162.920,148.715,160.506,184.121
SC,Rio do Oeste,Sul,156.435,173.004,166.332,196.290,194.685,185.459,207.608,236.317
SC,Rio do Sul,Sul,2.076.656,2.502.192,2.305.880,2.269.859,2.572.166,2.720.585,2.894.183,3.115.478
SC,Rio dos Cedros,Sul,219.963,251.337,258.773,276.834,310.346,331.946,337.204,389.944
SC,Riqueza,Sul,69.197,87.297,84.656,91.140,99.925,113.321,125.258,127.591
SC,Rodeio,Sul,232.647,284.532,248.128,259.407,273.991,285.389,305.808,324.949
SC,Romelândia,Sul,119.907,78.406,72.057,80.286,82.298,84.640,89.442,105.862
SC,Salete,Sul,131.622,166.658,160.172,165.733,180.699,197.926,217.412,290.851
SC,Saltinho,Sul,60.304,55.491,58.471,67.082,71.691,70.345,70.207,80.393
SC,Salto Veloso,Sul,112.114,163.560,186.638,177.397,171.636,171.779,201.534,239.199
SC,Sangão,Sul,223.246,233.719,249.050,249.404,280.615,319.331,334.652,362.559
SC,Santa Rosa de Lima,Sul,39.068,44.702,48.547,47.268,48.274,50.675,57.476,64.953
SC,Santa Rosa do Sul,Sul,106.114,113.630,112.838,129.201,138.941,132.882,152.034,152.707
SC,Santa Terezinha do Progresso,Sul,37.492,40.080,41.401,46.818,49.384,52.388,52.310,58.261
SC,Santiago do Sul,Sul,40.774,27.792,29.932,32.111,32.321,33.862,35.091,38.537
SC,Santo Amaro da Imperatriz,Sul,587.585,643.748,656.336,745.983,753.919,849.096,926.449,1.032.573
SC,Saudades,Sul,270.974,248.761,267.731,282.392,324.687,321.888,384.633,411.702
SC,Schroeder,Sul,390.322,425.796,392.659,424.300,483.796,499.546,524.942,608.470
SC,Seara,Sul,534.296,736.786,756.415,756.694,812.914,800.616,897.038,1.014.880
SC,Serra Alta,Sul,109.336,89.136,100.351,109.147,77.388,81.310,87.115,97.517
SC,Siderópolis,Sul,416.706,477.141,503.539,407.227,458.519,466.603,525.437,615.207
SC,Sombrio,Sul,526.866,589.342,615.206,675.326,752.082,785.414,802.900,783.607
SC,Sul Brasil,Sul,85.061,59.862,74.191,82.098,51.487,56.415,63.194,75.279
SC,São Bento do Sul,Sul,2.690.098,3.129.774,2.828.572,2.652.536,2.994.813,3.198.418,3.326.009,3.644.559
SC,São Bernardino,Sul,53.266,49.000,49.929,58.747,57.875,63.758,64.034,78.394
SC,São Bonifácio,Sul,46.081,50.859,50.099,55.552,61.837,71.493,73.700,81.195
SC,São Carlos,Sul,283.377,265.725,268.754,294.553,340.075,422.166,431.579,439.744
SC,São Francisco do Sul,Sul,3.279.382,3.566.016,3.673.351,3.589.664,3.996.444,4.148.268,4.237.516,4.758.498
SC,São Joaquim,Sul,500.245,672.561,669.567,880.563,858.627,747.468,894.685,917.828
SC,São José,Sul,7.661.755,8.720.751,9.102.994,9.885.438,10.136.637,10.621.491,11.282.675,11.503.140
SC,São José do Cedro,Sul,332.575,319.665,323.367,386.051,389.556,409.763,418.102,485.964
SC,São José do Cerrito,Sul,238.407,229.292,198.893,282.673,228.025,249.389,262.277,194.120
SC,São João do Itaperiú,Sul,79.394,131.208,136.165,148.741,169.132,170.498,206.262,241.954
SC,São João do Oeste,Sul,151.128,180.312,176.409,203.105,213.294,221.487,262.132,316.607
SC,São João do Sul,Sul,107.977,129.394,137.588,158.620,188.924,192.772,204.293,238.741
SC,São Lourenço do Oeste,Sul,708.564,762.481,739.851,806.591,839.371,961.311,1.113.148,1.192.246
SC,São Ludgero,Sul,558.072,583.232,596.578,588.318,582.934,636.522,694.682,772.368
SC,São Miguel da Boa Vista,Sul,27.243,30.576,29.729,34.732,34.044,36.660,39.535,47.545
SC,São Miguel do Oeste,Sul,1.286.907,1.292.020,1.276.724,1.356.167,1.449.729,1.522.931,1.675.709,1.810.750
SC,São Pedro de Alcântara,Sul,52.532,57.105,68.110,73.637,71.309,80.872,87.586,93.152
SC,Taió,Sul,413.939,479.103,493.009,525.022,573.679,600.246,667.305,718.776
SC,Tigrinhos,Sul,29.125,30.171,32.105,36.463,37.668,54.865,60.595,50.565
SC,Tijucas,Sul,1.188.294,1.359.737,1.400.274,1.391.976,1.467.125,1.540.690,1.735.114,1.893.895
SC,Timbé do Sul,Sul,85.232,90.985,90.815,108.889,115.360,128.887,129.208,142.580
SC,Timbó,Sul,1.379.036,1.745.717,1.598.015,1.701.695,1.832.567,1.859.262,1.968.870,2.092.793
SC,Timbó Grande,Sul,142.164,156.635,171.693,169.886,187.298,197.451,190.135,217.023
SC,Treviso,Sul,243.688,223.315,254.367,218.283,215.595,204.556,211.500,245.279
SC,Treze Tílias,Sul,337.486,533.597,475.913,547.182,614.882,613.443,711.233,773.110
SC,Treze de Maio,Sul,111.235,113.165,125.474,142.827,143.734,147.550,164.606,166.853
SC,Trombudo Central,Sul,214.704,257.458,212.758,222.096,232.396,254.061,277.023,312.661
SC,Três Barras,Sul,684.588,889.663,833.138,906.489,1.043.119,1.113.638,1.150.788,1.305.543
SC,Tubarão,Sul,2.791.737,3.317.474,3.237.605,3.405.754,3.516.205,3.766.690,3.960.988,4.043.575
SC,Tunápolis,Sul,90.272,99.683,99.725,113.142,119.102,124.259,142.172,172.055
SC,União do Oeste,Sul,105.940,50.152,51.961,56.905,60.672,59.562,65.773,76.590
SC,Urubici,Sul,209.064,208.630,219.599,260.336,232.356,250.477,296.454,328.777
SC,Urupema,Sul,42.607,51.617,49.491,66.077,68.707,54.681,66.599,75.587
SC,Urussanga,Sul,613.146,760.681,737.694,739.257,794.659,835.978,834.460,913.785
SC,Vargem,Sul,47.188,110.495,111.498,58.995,59.496,61.423,65.621,64.360
SC,Vargeão,Sul,294.680,112.766,112.413,115.016,133.069,131.949,141.091,166.921
SC,Vidal Ramos,Sul,211.484,229.270,242.840,244.271,262.230,287.523,286.156,322.853
SC,Videira,Sul,1.654.509,2.052.274,2.055.978,2.145.344,2.230.367,2.430.271,2.702.486,2.967.393
SC,Vitor Meireles,Sul,83.635,92.505,94.528,102.761,117.876,118.554,118.907,128.682
SC,Witmarsum,Sul,84.680,95.821,95.989,108.866,120.886,129.241,131.480,143.671
SC,Xanxerê,Sul,1.319.706,1.477.791,1.458.213,1.530.245,1.604.050,1.705.509,1.899.160,2.185.610
SC,Xavantina,Sul,112.956,141.825,171.770,185.724,183.022,166.048,157.909,175.583
SC,Xaxim,Sul,778.414,779.071,812.945,845.678,927.592,948.212,1.038.196,1.108.167
SC,Zortéa,Sul,52.345,59.501,61.737,66.969,69.089,71.189,82.422,81.851
SC,Água Doce,Sul,253.497,261.045,273.565,317.772,297.991,310.758,356.271,545.991
SC,Águas Frias,Sul,117.112,69.902,72.336,87.594,93.307,98.949,109.866,126.766
SC,Águas Mornas,Sul,150.494,145.819,138.402,146.847,137.240,164.587,174.766,180.121
SC,Águas de Chapecó,Sul,84.905,87.948,87.032,100.895,97.142,103.626,111.370,118.571
SE,Capela,Nordeste,265.191,311.402,324.459,309.494,327.035,373.968,388.835,355.621
SE,São Domingos,Nordeste,92.949,96.979,101.468,99.207,101.384,101.897,105.331,114.077
SE,Pacatuba,Nordeste,167.614,184.682,175.238,177.952,179.741,174.250,190.169,205.532
SE,São Francisco,Nordeste,27.888,29.579,32.588,34.634,39.325,39.889,39.980,41.880
SE,Itabaiana,Nordeste,1.272.128,1.433.316,1.503.422,1.627.833,1.805.324,1.793.290,2.006.622,1.913.873
SE,Feira Nova,Nordeste,45.488,54.132,54.174,58.200,67.053,57.193,74.921,93.814
SE,Pinhão,Nordeste,53.376,66.226,62.211,60.070,70.589,54.199,76.712,92.712
SE,Areia Branca,Nordeste,162.882,163.445,163.951,178.693,195.694,188.320,220.733,231.211
SE,Riachuelo,Nordeste,202.379,202.961,169.843,156.430,171.828,171.604,205.776,173.350
SE,Santa Rosa de Lima,Nordeste,41.873,43.452,44.981,42.245,41.479,43.280,47.254,48.841
SE,Aquidabã,Nordeste,186.779,190.412,222.558,224.995,216.458,229.708,240.218,261.809
SE,Aracaju,Nordeste,14.075.190,14.900.367,15.870.236,16.567.686,16.376.457,17.378.213,17.529.350,16.447.105
SE,Arauá,Nordeste,98.356,102.366,108.819,111.164,108.234,108.322,116.671,122.779
SE,Barra dos Coqueiros,Nordeste,393.882,439.719,385.515,360.515,385.636,488.070,577.898,1.113.778
SE,Boquim,Nordeste,247.329,272.910,281.522,291.884,299.585,291.217,292.677,303.558
SE,Brejo Grande,Nordeste,67.396,73.009,68.086,75.257,77.550,75.613,89.202,92.232
SE,Campo do Brito,Nordeste,144.434,152.441,184.371,211.059,211.710,196.626,213.914,229.424
SE,Canhoba,Nordeste,36.399,42.165,46.051,44.302,52.660,43.424,55.574,65.003
SE,Canindé de São Francisco,Nordeste,574.469,681.208,1.232.885,1.271.166,1.633.105,2.147.285,2.651.943,3.161.604
SE,Carira,Nordeste,233.975,241.157,236.323,205.826,264.092,216.677,324.225,423.278
SE,Carmópolis,Nordeste,795.971,750.055,475.623,310.742,325.967,380.349,457.996,376.994
SE,Cedro de São João,Nordeste,38.703,42.663,46.674,49.842,52.112,53.979,59.649,57.569
SE,Cristinápolis,Nordeste,155.071,157.312,195.813,211.184,198.380,209.873,209.635,225.021
SE,Cumbe,Nordeste,32.806,35.784,38.160,38.108,41.641,36.738,50.202,58.743
SE,Divina Pastora,Nordeste,270.419,273.916,172.534,85.957,103.059,152.571,151.315,120.171
SE,Estância,Nordeste,1.706.347,1.787.377,1.637.872,1.462.690,1.634.349,1.693.741,1.953.242,2.066.404
SE,Frei Paulo,Nordeste,242.800,201.070,198.386,190.838,240.185,214.067,252.534,320.616
SE,Gararu,Nordeste,79.681,89.554,101.810,99.822,106.332,103.272,118.175,136.759
SE,General Maynard,Nordeste,25.007,29.228,29.218,31.260,31.130,31.581,36.059,36.504
SE,Ilha das Flores,Nordeste,54.110,58.125,64.612,69.749,73.151,71.687,76.265,85.965
SE,Indiaroba,Nordeste,145.313,154.199,151.061,201.538,165.986,183.806,193.016,203.744
SE,Itabaianinha,Nordeste,325.171,343.546,369.012,406.783,429.878,426.895,435.164,471.155
SE,Itabi,Nordeste,38.565,44.518,47.687,50.849,55.934,53.347,58.623,66.004
SE,Japaratuba,Nordeste,763.095,787.797,450.618,259.980,295.500,392.648,415.767,380.292
SE,Japoatã,Nordeste,122.711,123.264,138.941,148.515,151.970,161.981,177.614,191.960
SE,Lagarto,Nordeste,1.188.597,1.234.282,1.294.026,1.372.789,1.505.374,1.469.644,1.639.444,1.634.264
SE,Laranjeiras,Nordeste,922.709,1.042.853,1.086.914,1.001.428,926.520,820.872,807.075,666.530
SE,Macambira,Nordeste,50.837,50.057,60.232,61.766,71.170,63.991,78.542,86.849
SE,Malhada dos Bois,Nordeste,39.844,44.824,46.305,53.974,49.667,42.570,43.155,46.928
SE,Malhador,Nordeste,104.489,107.621,114.050,122.890,139.845,126.103,165.572,172.061
SE,Maruim,Nordeste,223.759,247.086,286.481,287.884,273.455,315.847,338.129,347.421
SE,Moita Bonita,Nordeste,111.820,113.262,142.307,145.035,148.976,128.773,205.567,222.054
SE,Monte Alegre de Sergipe,Nordeste,102.106,110.744,113.969,124.879,142.194,138.535,158.272,190.720
SE,Muribeca,Nordeste,107.918,108.812,78.197,82.603,82.173,90.972,93.299,91.097
SE,Neópolis,Nordeste,204.287,223.101,241.385,237.926,271.266,252.833,260.155,278.433
SE,Nossa Senhora Aparecida,Nordeste,104.981,135.155,156.782,130.271,135.445,83.359,97.803,107.700
SE,Nossa Senhora da Glória,Nordeste,427.508,515.395,521.220,507.874,554.396,558.917,614.739,699.386
SE,Nossa Senhora das Dores,Nordeste,247.190,286.471,252.014,274.517,287.979,293.792,342.869,390.194
SE,Nossa Senhora de Lourdes,Nordeste,48.064,52.199,57.950,60.794,64.542,59.702,69.641,76.431
SE,Nossa Senhora do Socorro,Nordeste,2.431.184,2.558.531,2.370.282,2.444.144,2.597.777,2.566.685,2.729.640,2.773.894
SE,Pedra Mole,Nordeste,28.708,30.041,30.093,30.308,36.483,30.198,42.764,51.907
SE,Pedrinhas,Nordeste,66.626,68.992,77.427,78.768,84.121,81.405,90.631,90.063
SE,Pirambu,Nordeste,97.129,94.179,95.940,102.212,116.786,109.979,125.080,127.541
SE,Porto da Folha,Nordeste,198.003,215.843,234.198,250.077,267.813,260.390,284.314,311.793
SE,Poço Redondo,Nordeste,212.897,232.829,252.873,264.576,297.803,295.515,316.434,364.635
SE,Poço Verde,Nordeste,184.952,200.241,245.852,213.099,283.163,237.493,248.545,337.890
SE,Propriá,Nordeste,382.051,420.072,419.755,421.766,485.065,511.477,513.846,528.745
SE,Riachão do Dantas,Nordeste,154.558,154.860,186.882,199.252,252.680,266.311,302.788,307.687
SE,Ribeirópolis,Nordeste,190.261,193.342,258.017,277.128,332.427,308.711,311.343,306.386
SE,Rosário do Catete,Nordeste,656.572,657.018,677.984,532.170,459.638,394.294,313.932,350.190
SE,Salgado,Nordeste,149.699,160.057,169.872,187.286,175.023,173.869,185.763,190.621
SE,Santa Luzia do Itanhy,Nordeste,146.192,173.833,169.853,164.290,153.912,158.116,162.305,166.743
SE,Santana do São Francisco,Nordeste,49.453,52.624,57.067,64.767,82.235,68.514,82.464,90.382
SE,Santo Amaro das Brotas,Nordeste,123.128,137.969,117.582,107.717,125.130,125.688,135.339,138.553
SE,Simão Dias,Nordeste,458.375,484.042,516.413,478.037,558.023,525.143,638.537,720.278
SE,Siriri,Nordeste,219.896,236.202,153.223,103.433,121.438,142.172,151.152,134.118
SE,São Cristóvão,Nordeste,781.927,781.512,851.184,897.169,909.982,902.363,945.086,952.353
SE,São Miguel do Aleixo,Nordeste,30.275,32.684,37.057,39.019,41.005,36.500,39.522,44.875
SE,Telha,Nordeste,27.229,27.080,28.951,31.472,33.587,31.473,37.677,39.875
SE,Tobias Barreto,Nordeste,401.673,432.215,481.121,487.376,545.127,553.998,584.893,608.120
SE,Tomar do Geru,Nordeste,91.005,97.027,105.522,115.344,115.788,121.435,124.606,139.519
SE,Umbaúba,Nordeste,237.593,258.109,280.950,316.368,324.411,340.540,352.298,351.278
SP,Palestina,Sudeste,257.626,274.594,465.102,350.392,383.000,300.960,363.497,429.397
SP,São Sebastião,Sudeste,5.407.710,5.255.728,3.410.021,2.613.066,3.383.506,3.776.577,3.496.263,3.417.181
SP,Tabatinga,Sudeste,170.489,189.890,196.503,241.393,279.460,244.920,259.171,296.297
SP,Jaborandi,Sudeste,119.923,114.371,116.465,137.557,145.282,136.798,138.203,153.343
SP,Novo Horizonte,Sudeste,787.442,918.645,1.037.124,1.259.295,1.318.549,1.044.975,1.199.447,1.394.319
SP,Planalto,Sudeste,217.949,218.236,227.599,103.996,241.311,124.303,155.648,180.544
SP,Teodoro Sampaio,Sudeste,488.245,497.360,972.213,471.467,476.668,413.732,537.645,581.094
SP,Vera Cruz,Sudeste,106.822,120.479,125.256,121.613,132.673,142.835,176.402,200.805
SP,Estrela do Norte,Sudeste,50.543,52.261,50.992,76.365,64.942,50.562,50.602,69.542
SP,Santa Isabel,Sudeste,1.318.220,1.461.502,1.465.098,1.285.236,1.342.095,1.572.200,1.502.675,1.608.902
SP,São Simão,Sudeste,363.375,390.882,415.668,429.659,463.300,441.186,455.290,472.878
SP,Cedral,Sudeste,238.944,253.650,270.685,295.689,326.781,311.161,370.510,389.261
SP,Itapeva,Sudeste,1.768.100,1.965.451,2.269.032,2.447.764,2.381.115,2.519.681,2.969.803,4.111.522
SP,Presidente Bernardes,Sudeste,192.125,226.379,233.714,257.711,254.193,269.250,317.202,364.664
SP,São Francisco,Sudeste,32.450,35.176,39.060,47.047,46.476,47.826,45.639,47.777
SP,Tapiraí,Sudeste,119.208,144.437,146.940,150.322,141.107,141.370,148.029,183.352
SP,Turmalina,Sudeste,31.757,41.408,41.047,54.669,61.787,56.005,59.093,67.485
SP,Eldorado,Sudeste,173.509,194.641,186.858,230.886,362.126,319.754,306.937,323.402
SP,Amparo,Sudeste,3.269.151,3.427.814,3.237.533,4.076.977,4.205.649,4.635.338,4.238.764,4.616.533
SP,Aparecida,Sudeste,760.689,864.489,1.004.346,1.022.046,1.047.692,1.082.492,1.143.490,984.474
SP,Borborema,Sudeste,285.855,331.752,326.516,370.793,405.882,369.046,411.771,467.280
SP,Itaporanga,Sudeste,154.566,188.607,213.825,284.676,303.462,326.717,297.558,386.450
SP,Santo André,Sudeste,26.721.759,26.741.456,25.386.941,26.837.380,27.869.136,28.994.083,30.316.632,29.440.477
SP,Sertãozinho,Sudeste,4.289.255,4.517.286,4.864.178,5.005.873,5.514.148,5.492.728,5.478.071,6.643.889
SP,Bocaina,Sudeste,356.706,376.980,926.847,222.123,225.273,215.906,229.691,236.358
SP,Cafelândia,Sudeste,335.201,328.297,345.471,419.216,479.129,503.933,538.213,614.590
SP,Guaraci,Sudeste,224.329,243.892,249.654,340.812,387.650,294.014,353.523,396.671
SP,Guaíra,Sudeste,1.491.874,1.654.274,3.265.879,3.343.448,3.272.467,3.197.872,2.110.459,2.563.209
SP,Palmital,Sudeste,509.128,522.232,566.505,623.742,698.009,655.243,702.181,825.926
SP,Pitangueiras,Sudeste,663.400,872.404,917.456,1.502.694,1.001.260,1.064.366,1.122.054,1.278.782
SP,Santa Lúcia,Sudeste,98.306,95.351,93.816,105.056,128.954,114.743,116.634,125.727
SP,Terra Roxa,Sudeste,110.058,107.919,110.589,130.183,149.621,138.031,146.221,160.432
SP,Rio Claro,Sudeste,7.756.694,8.377.158,8.436.397,8.920.856,9.212.472,9.799.282,10.519.723,11.432.196
SP,São Pedro,Sudeste,535.546,579.360,605.306,679.407,739.209,751.607,799.278,817.487
SP,São Vicente,Sudeste,4.514.832,4.808.119,5.020.753,5.064.791,5.221.399,5.425.723,5.557.201,5.728.474
SP,Alto Alegre,Sudeste,73.091,91.570,78.879,100.770,111.220,106.184,121.525,116.812
SP,Barra Bonita,Sudeste,1.072.008,1.133.919,1.290.668,1.317.267,1.305.458,1.089.225,1.287.035,1.374.944
SP,Jardinópolis,Sudeste,773.101,900.226,919.022,968.776,1.109.818,1.085.397,1.218.616,1.384.172
SP,Monte Castelo,Sudeste,74.858,71.858,82.401,96.713,103.750,99.950,99.798,118.889
SP,Ouro Verde,Sudeste,96.758,93.697,89.520,100.227,114.284,112.292,116.225,127.357
SP,Paraíso,Sudeste,175.542,181.995,193.297,234.316,253.743,164.573,228.459,266.520
