Município,UF,População,Total Despesa
Salesópolis,SP,16576,35690205.75
Salete,SC,7573,17803125.85
Salgadinho,PB,3813,11951036.04
Salgadinho,PE,10252,19183360.11
Salgado,SE,20039,38580285.63
Salgado Filho,PR,4213,13861475.77
Salgado de São Félix,PB,12144,23019394.19
Salgueiro,PE,59409,103756381.02
Salinas,MG,41098,60261614.55
Salinas da Margarida,BA,15171,33927122.04
Salinópolis,PA,38819,65746855.75
Salitre,CE,16070,38051800.09
Salmourão,SP,5116,13527550.9
Saloá,PE,15722,38810413.94
Saltinho,SC,3923,12700629.87
Saltinho,SP,7714,22769649.13
Salto,SP,113127,292830580.49
Salto Grande,SP,9190,24017863.84
Salto Veloso,SC,4536,16686437.93
Salto da Divisa,MG,7096,18510245.44
Salto de Pirapora,SP,43148,114272272.93
Salto do Céu,MT,3583,14294594.06
Salto do Itararé,PR,5223,12147198.84
Salto do Jacuí,RS,12395,34356072.62
Salto do Lontra,PR,14450,32579994.71
Salvador,BA,2902927,5382325049.57
Salvador das Missões,RS,2766,13731558.28
Salvador do Sul,RS,7251,22029256.12
Salvaterra,PA,21987,45076727.47
Sambaíba,MA,5546,15861641.78
Sampaio,TO,4329,9767682.03
Sananduva,RS,16086,39918425.46
Sanclerlândia,GO,7774,20807199.65
Sandolândia,TO,3411,10253363.65
Sandovalina,SP,4026,25693471.91
Sangão,SC,11532,22524798.43
Sanharó,PE,24556,40299507.32
Sant'Ana do Livramento,RS,83324,209752844.64
Santa Adélia,SP,15098,46259064.42
Santa Albertina,SP,5956,19566290.17
Santa Amélia,PR,3726,12852021.86
Santa Branca,SP,14465,39534389.9
Santa Brígida,BA,15237,29865878.74
Santa Bárbara,BA,20635,31447692.8
Santa Bárbara,MG,29888,84944573.84
Santa Bárbara d'Oeste,SP,189233,446409305.16
Santa Bárbara de Goiás,GO,6189,14272452.33
Santa Bárbara do Leste,MG,8068,13294414.33
Santa Bárbara do Monte Verde,MG,3005,10714680.8
Santa Bárbara do Sul,RS,8847,31440684.22
Santa Bárbara do Tugúrio,MG,4631,11690587.25
Santa Carmem,MT,4256,20203285.11
Santa Cecília,PB,6596,14850648.32
Santa Cecília,SC,16413,35193851.1
Santa Cecília do Sul,RS,1699,12339822.68
Santa Clara d'Oeste,SP,2139,13861054.77
Santa Clara do Sul,RS,6127,16864423.72
Santa Cruz,PB,6576,14808599.63
Santa Cruz,PE,14675,32457409.76
Santa Cruz,RN,38538,66865121.51
Santa Cruz Cabrália,BA,28045,56782219.68
Santa Cruz da Baixa Verde,PE,12308,24402345.52
Santa Cruz da Conceição,SP,4292,17608946.98
Santa Cruz da Esperança,SP,2070,13283988.36
Santa Cruz da Vitória,BA,6778,16450771.67
Santa Cruz das Palmeiras,SP,32384,63626407.01
Santa Cruz de Goiás,GO,3119,12018847.72
Santa Cruz de Minas,MG,8365,12952887.63
Santa Cruz de Monte Castelo,PR,8194,26191002.91
Santa Cruz de Salinas,MG,4408,12303643.63
Santa Cruz do Arari,PA,9191,16116870.81
Santa Cruz do Capibaribe,PE,99232,131591621.27
Santa Cruz do Escalvado,MG,5026,13959274.22
Santa Cruz do Piauí,PI,6119,11959503.01
Santa Cruz do Rio Pardo,SP,46366,122948138.04
Santa Cruz do Sul,RS,125353,350370651.67
Santa Cruz do Xingu,MT,2213,13367511.95
Santa Cruz dos Milagres,PI,3910,12423420.09
Santa Efigênia de Minas,MG,4641,11913357.8
Santa Ernestina,SP,5691,16213572.62
Santa Filomena,PE,14076,32492702.02
Santa Filomena,PI,6152,16516382.21
Santa Filomena do Maranhão,MA,7503,12826912.81
Santa Fé,PR,11297,23874870.79
Santa Fé de Goiás,GO,5134,18144416.97
Santa Fé de Minas,MG,4021,11693290.38
Santa Fé do Araguaia,TO,7144,13819063.73
Santa Fé do Sul,SP,31113,126553494.68
Santa Gertrudes,SP,24272,83242220.27
Santa Helena,MA,40518,72928681.73
Santa Helena,PB,5933,15810090.66
Santa Helena,PR,25159,116444406.07
Santa Helena,SC,2331,11533941.04
Santa Helena de Goiás,GO,38188,81201179.78
Santa Helena de Minas,MG,6336,12072533.6
Santa Inês,MA,82680,179892444.28
Santa Inês,PB,3593,11405726.34
Santa Inês,PR,1784,10027326.47
Santa Isabel,GO,3825,14477338.87
Santa Isabel,SP,54363,143177036.71
Santa Isabel do Ivaí,PR,8915,21711793.7
Santa Izabel do Oeste,PR,14039,31950399.2
Santa Izabel do Pará,PA,65251,93615253.83
Santa Juliana,MG,12702,36209259.42
Santa Leopoldina,ES,12883,36783762.26
Santa Luz,PI,5694,11423586.27
Santa Luzia,BA,13579,23991998.55
Santa Luzia,MA,75762,115777343.84
Santa Luzia,MG,214830,327726854.77
Santa Luzia,PB,15213,28194684.64
Santa Luzia D'Oeste,RO,8706,27180568.9
Santa Luzia do Itanhy,SE,13733,34013056.74
Santa Luzia do Norte,AL,7292,20167660.2
Santa Luzia do Paruá,MA,24507,43798591.25
Santa Luzia do Pará,PA,19418,38443611.62
Santa Lúcia,PR,3986,13700303.49
Santa Lúcia,SP,8651,18523512.56
Santa Margarida,MG,15879,26585132.18
Santa Margarida do Sul,RS,2483,13748400.73
Santa Maria,RN,5259,13207149.17
Santa Maria,RS,274838,516359769.3
Santa Maria Madalena,RJ,10253,48881990.52
Santa Maria da Boa Vista,PE,41103,77655017.63
Santa Maria da Serra,SP,5840,18785844.54
Santa Maria da Vitória,BA,41809,86095912.57
Santa Maria das Barreiras,PA,19437,50488171.5
Santa Maria de Itabira,MG,10942,20460006.62
Santa Maria de Jetibá,ES,38290,92153226.81
Santa Maria do Cambucá,PE,13728,25352501.75
Santa Maria do Herval,RS,6312,16246868.37
Santa Maria do Oeste,PR,11159,25102732.89
Santa Maria do Pará,PA,23790,34168597.18
Santa Maria do Salto,MG,5400,12962523.44
Santa Maria do Suaçuí,MG,14854,24551325.76
Santa Maria do Tocantins,TO,3198,8696270.75
Santa Mariana,PR,12496,28805818.88
Santa Mercedes,SP,2933,13440042.64
Santa Mônica,PR,3815,13914612.6
Santa Quitéria,CE,43359,74358961.95
Santa Quitéria do Maranhão,MA,24879,54771437.16
Santa Rita,MA,35364,60917682.44
Santa Rita,PB,133927,208189933.97
Santa Rita d'Oeste,SP,2574,13407445.92
Santa Rita de Caldas,MG,9228,17535824.46
Santa Rita de Cássia,BA,28642,48354789.81
Santa Rita de Ibitipoca,MG,3611,9812027.23
Santa Rita de Jacutinga,MG,5077,12483727.39
Santa Rita de Minas,MG,6984,15605214.07
Santa Rita do Araguaia,GO,7759,14958183.91
Santa Rita do Itueto,MG,5760,12522906.69
Santa Rita do Novo Destino,GO,3316,11734814.78
Santa Rita do Pardo,MS,7582,27074420.34
Santa Rita do Passa Quatro,SP,27457,82122907.49
Santa Rita do Sapucaí,MG,40941,70178886.39
Santa Rita do Tocantins,TO,2278,10262764.21
Santa Rita do Trivelato,MT,2935,20866452.92
Santa Rosa,RS,71961,222664603.15
Santa Rosa da Serra,MG,3357,11906801.04
Santa Rosa de Goiás,GO,2772,12083388.55
Santa Rosa de Lima,SC,2122,12109948.2
Santa Rosa de Lima,SE,3899,14115227.04
Santa Rosa de Viterbo,SP,25459,54509818.43
Santa Rosa do Piauí,PI,5180,10979244.91
Santa Rosa do Purus,AC,5593,15562844.04
Santa Rosa do Sul,SC,8285,19220592.0
Santa Rosa do Tocantins,TO,4773,12618195.6
Santa Salete,SP,1517,10283955.36
Santa Teresa,ES,23585,69489610.23
Santa Teresinha,PB,4601,12303137.68
Santa Tereza,RS,1781,9628213.76
Santa Tereza de Goiás,GO,3868,12706331.11
Santa Tereza do Oeste,PR,10528,27844513.77
Santa Tereza do Tocantins,TO,2729,10107539.79
Santa Terezinha,MT,7798,20924971.54
Santa Terezinha,PE,11571,23076626.4
Santa Terezinha,SC,8873,17743614.25
Santa Terezinha de Goiás,GO,10008,19946321.48
Santa Terezinha de Itaipu,PR,22353,58332765.54
Santa Terezinha do Progresso,SC,2720,12001172.36
Santa Terezinha do Tocantins,TO,2545,8927309.0
Santa Vitória,MG,19250,93909556.81
Santa Vitória do Palmar,RS,31524,97106883.72
Santaluz,BA,36690,59050963.97
Santana,AP,110565,159771752.89
Santana,BA,27132,42946517.14
Santana da Boa Vista,RS,8444,19427132.62
Santana da Ponte Pensa,SP,1610,9830848.27
Santana da Vargem,MG,7364,14790022.39
Santana de Cataguases,MG,3815,11190485.0
Santana de Mangueira,PB,5257,13570426.09
Santana de Parnaíba,SP,123825,651504871.34
Santana de Pirapama,MG,8068,16161361.13
Santana do Acaraú,CE,31369,55135289.62
Santana do Araguaia,PA,65062,73324325.32
Santana do Cariri,CE,17457,36750064.31
Santana do Deserto,MG,4006,11243504.27
Santana do Garambéu,MG,2381,9317565.27
Santana do Ipanema,AL,47593,117007188.03
Santana do Itararé,PR,5291,14992881.54
Santana do Jacaré,MG,4811,10940768.78
Santana do Manhuaçu,MG,8839,14390463.38
Santana do Maranhão,MA,12761,21951896.71
Santana do Matos,RN,13768,25821608.2
Santana do Mundaú,AL,11070,27786100.44
Santana do Paraíso,MG,30943,48800269.45
Santana do Piauí,PI,4534,9539448.46
Santana do Riacho,MG,4235,13563402.06
Santana do Seridó,RN,2661,10888922.65
Santana do São Francisco,SE,7532,15617197.12
Santana dos Garrotes,PB,7160,13750890.14
Santana dos Montes,MG,3902,11297991.85
Santanópolis,BA,9407,17667566.15
Santarém,PA,290521,525590143.28
Santiago,RS,50622,100232873.44
Santiago do Sul,SC,1389,11057552.18
Santo Afonso,MT,3032,11560041.43
Santo Amaro,BA,61559,93697314.59
Santo Amaro da Imperatriz,SC,21572,57401747.72
Santo Amaro das Brotas,SE,11963,23874125.09
Santo Amaro do Maranhão,MA,15110,28405376.84
Santo Anastácio,SP,21051,42133531.98
Santo André,PB,2553,10816878.09
Santo André,SP,707613,2275384967.3
Santo Antônio,RN,23681,37494405.7
Santo Antônio da Alegria,SP,6692,20333513.13
Santo Antônio da Barra,GO,4679,16973733.95
Santo Antônio da Patrulha,RS,41784,91989945.13
Santo Antônio da Platina,PR,45031,81029310.85
Santo Antônio das Missões,RS,11241,32039406.62
Santo Antônio de Goiás,GO,5391,17162173.9
Santo Antônio de Jesus,BA,100550,162629603.05
Santo Antônio de Lisboa,PI,6215,11430376.62
Santo Antônio de Posse,SP,22176,73920237.03
Santo Antônio de Pádua,RJ,41108,109892154.83
Santo Antônio do Amparo,MG,18266,38513573.02
Santo Antônio do Aracanguá,SP,8109,39416599.12
Santo Antônio do Aventureiro,MG,3655,10561620.98
Santo Antônio do Caiuá,PR,2765,11582323.98
Santo Antônio do Descoberto,GO,69000,121321812.15
Santo Antônio do Grama,MG,4120,14905781.83
Santo Antônio do Itambé,MG,4121,11413207.52
Santo Antônio do Içá,AM,24005,44972814.19
Santo Antônio do Jacinto,MG,12024,20276692.1
Santo Antônio do Jardim,SP,6065,19479881.61
Santo Antônio do Leste,MT,4435,21203070.77
Santo Antônio do Leverger,MT,19030,44194478.95
Santo Antônio do Monte,MG,27556,61889073.76
Santo Antônio do Palma,RS,2199,14231239.9
Santo Antônio do Paraíso,PR,2359,13286593.84
Santo Antônio do Pinhal,SP,6750,23875236.43
Santo Antônio do Planalto,RS,2055,12552294.95
Santo Antônio do Retiro,MG,7264,15456351.25
Santo Antônio do Rio Abaixo,MG,1818,9399462.27
Santo Antônio do Sudoeste,PR,19855,44087840.0
Santo Antônio dos Lopes,MA,14270,82315099.87
Santo Antônio dos Milagres,PI,2109,8419691.56
Santo Augusto,RS,14357,35925469.28
Santo Cristo,RS,14767,38443953.28
Santo Estêvão,BA,52704,79141149.78
Santo Expedito,SP,2988,10289002.06
Santo Expedito do Sul,RS,2494,10480583.37
Santo Hipólito,MG,3261,11730850.73
Santo Inácio,PR,5468,23654627.71
Santo Inácio do Piauí,PI,3713,10009363.15
Santo Ângelo,RS,78908,146994735.2
Santos,SP,433565,2112070756.33
Santos Dumont,MG,47558,78220404.21
Santópolis do Aguapeí,SP,4572,14100158.9
Sapeaçu,BA,17630,35815752.86
Sapezal,MT,21811,78850038.37
Sapiranga,RS,79152,163624592.45
Sapopema,PR,6910,17705326.34
Sapucaia,PA,5492,18097952.56
Sapucaia,RJ,17608,65924303.89
Sapucaia do Sul,RS,137750,292162744.3
Sapucaí-Mirim,MG,6678,15914778.45
Sapé,PB,51964,79557538.06
Saquarema,RJ,80915,234398386.12
Sarandi,PR,89388,121339753.54
Sarandi,RS,22840,52312544.89
Sarapuí,SP,9734,23109868.72
Sardoá,MG,6021,14004877.61
Sarutaiá,SP,3700,13239984.47
Sarzedo,MG,29270,92495585.8
Satuba,AL,13241,27262391.62
Satubinha,MA,13231,22805032.31
Saubara,BA,12161,25037061.73
Saudade do Iguaçu,PR,5333,66208258.46
Saudades,SC,9454,24646024.85
Saúde,BA,12693,24983316.97
Schroeder,SC,18186,41718065.49
Seabra,BA,44999,71211236.69
Seara,SC,17395,46294127.03
Sebastianópolis do Sul,SP,3293,17070719.44
Sebastião Laranjeiras,BA,11435,21499064.96
Sebastião Leal,PI,4199,12605449.54
Seberi,RS,11176,27641974.3
Sede Nova,RS,3070,13866563.53
Segredo,RS,7366,17394674.43
Selbach,RS,5124,17528818.89
Selvíria,MS,6441,31095198.95
Sem-Peixe,MG,2834,12107092.48
Sena Madureira,AC,41036,56278296.55
Senador Alexandre Costa,MA,10763,21290036.91
Senador Amaral,MG,5409,12525465.49
Senador Canedo,GO,97719,358046272.49
Senador Cortes,MG,2046,10044951.44
Senador Elói de Souza,RN,6034,14623921.0
Senador Firmino,MG,7650,19152880.29
Senador Georgino Avelino,RN,4269,13199156.03
Senador Guiomard,AC,20992,33539173.85
Senador José Bento,MG,1769,8678465.7
Senador José Porfírio,PA,12075,41863940.39
Senador La Rocque,MA,14195,29399339.57
Senador Modestino Gonçalves,MG,4523,14345592.51
Senador Pompeu,CE,26600,42719795.4
Senador Rui Palmeira,AL,13839,32527845.83
Senador Salgado Filho,RS,2887,12407955.57
Senador Sá,CE,7290,17247620.25
Sengés,PR,19229,37827306.49
Senhor do Bonfim,BA,80810,109614128.62
Senhora de Oliveira,MG,5871,12224044.21
Senhora do Porto,MG,3598,12477301.15
Senhora dos Remédios,MG,10565,15122227.95
Sentinela do Sul,RS,5463,13977364.91
Sento Sé,BA,41102,44032129.58
Serafina Corrêa,RS,15614,48788448.53
Sericita,MG,7391,16294389.23
Seringueiras,RO,12543,28146946.27
Seritinga,MG,1860,9650792.29
Serra,ES,476428,995346681.97
Serra Alta,SC,3317,12536076.92
Serra Azul,SP,12908,25236178.12
Serra Azul de Minas,MG,4358,11000046.63
Serra Branca,PB,13488,24481996.35
Serra Caiada,RN,9666,24479873.08
Serra Dourada,BA,18428,35458339.04
Serra Grande,PB,3067,11339257.46
Serra Negra,SP,28103,77976867.88
Serra Negra do Norte,RN,8106,17058836.41
Serra Nova Dourada,MT,1492,9228581.24
Serra Preta,BA,15507,29308706.32
Serra Redonda,PB,7071,12216107.15
Serra Talhada,PE,83712,163496257.49
Serra da Raiz,PB,3172,11244745.14
Serra da Saudade,MG,822,10610037.42
Serra de São Bento,RN,5890,12483789.42
Serra do Mel,RN,11336,43028495.23
Serra do Navio,AP,4850,11461353.28
Serra do Ramalho,BA,33022,61684377.27
Serra do Salitre,MG,11236,26862735.48
Serrana,SP,42264,107969253.56
Serrania,MG,7787,15540539.75
Serrano do Maranhão,MA,10758,23247998.04
Serranos,MG,2033,12793407.6
Serranópolis,GO,8055,25425297.4
Serranópolis de Minas,MG,4682,13420475.53
Serranópolis do Iguaçu,PR,4659,22395754.09
Serraria,PB,6185,12283338.94
Serrinha,BA,82733,134132779.34
Serrinha,RN,6568,19047653.86
Serrinha dos Pintos,RN,4775,11822696.39
Serrita,PE,18985,42196420.91
Serro,MG,21423,37101410.47
Serrolândia,BA,13308,24139441.63
Sertaneja,PR,5771,22991262.71
Sertanópolis,PR,16315,42504794.29
Sertânia,PE,35207,61992155.52
Sertão,RS,6225,19878014.07
Sertão Santana,RS,6207,15771913.95
Sertãozinho,PB,4811,12834489.27
Sertãozinho,SP,118864,392420847.85
Sete Barras,SP,13190,32863097.29
Sete Lagoas,MG,229887,644435731.48
Sete Quedas,MS,10854,28182039.37
Sete de Setembro,RS,2142,10128290.36
Setubinha,MG,11717,18864648.16
Severiano Melo,RN,4278,14782745.58
Severiano de Almeida,RS,3902,13486440.52
Severínia,SP,16646,45338206.22
Siderópolis,SC,13593,32963914.83
Sidrolândia,MS,49712,119559850.94
Sigefredo Pacheco,PI,9799,15955482.27
Silva Jardim,RJ,21336,124889886.15
Silvanópolis,TO,5318,11696585.51
Silveira Martins,RS,2491,10798263.8
Silveiras,SP,6121,28700911.05
Silveirânia,MG,2277,9792050.23
Silves,AM,9014,20582606.95
Silvianópolis,MG,6266,14107814.77
Silvânia,GO,20106,57064091.63
Simolândia,GO,6804,15119457.29
Simonésia,MG,19307,32070348.2
Simplício Mendes,PI,12385,25725328.09
Simão Dias,SE,40364,67543432.19
Simão Pereira,MG,2634,12685504.12
Simões,PI,14393,32077353.71
Simões Filho,BA,131630,302055267.32
Sinimbu,RS,10395,23428298.01
Sinop,MT,126817,280666497.59
Siqueira Campos,PR,19881,42957482.18
Sirinhaém,PE,43620,69201730.51
Siriri,SE,8588,26331006.82
Sobradinho,BA,23511,51120069.39
Sobradinho,RS,14904,36143844.78
Sobrado,PB,7669,15654963.3
Sobral,CE,199750,528376751.99
Sobrália,MG,5869,12304882.29
Socorro,SP,39227,85158599.06
Soledade,PB,14569,28046803.04
Soledade,RS,31207,68700578.21
Soledade de Minas,MG,6014,12403576.04
Solidão,PE,5934,18878871.88
Solonópole,CE,18060,34608285.51
Solânea,PB,26925,36961132.1
Sombrio,SC,28589,67669752.82
Sonora,MS,17019,49132250.79
Sooretama,ES,27409,67294131.92
Sorocaba,SP,637187,2339987315.7
Sorriso,MT,77735,242158774.69
Sossêgo,PB,3427,11171426.36
Soure,PA,24076,39430336.87
Sousa,PB,68434,103960948.47
Souto Soares,BA,17239,32055772.56
Sucupira,TO,1878,8205585.42
Sucupira do Norte,MA,10444,20614910.33
Sucupira do Riachão,MA,5519,14731798.4
Sud Mennucci,SP,7702,30716740.24
Sul Brasil,SC,2661,12009969.85
Sulina,PR,3329,14468468.68
Sumaré,SP,262308,663507102.05
Sumidouro,RJ,15099,51920946.06
Sumé,PB,16691,35637364.03
Surubim,PE,62530,90779449.48
Sussuapara,PI,6504,12147440.37
Suzano,SP,282441,567243585.27
Suzanápolis,SP,3693,6744733.53
Sátiro Dias,BA,20259,39029973.07
São Benedito,CE,45917,81274951.67
São Benedito do Rio Preto,MA,18189,38569906.62
São Benedito do Sul,PE,15105,27341744.49
São Bentinho,PB,4404,10438866.41
São Bento,MA,43447,65744130.69
São Bento,PB,33065,58523500.3
São Bento Abade,MG,4981,12519981.91
São Bento do Norte,RN,2935,11463918.96
São Bento do Sapucaí,SP,10848,26686071.38
São Bento do Sul,SC,79971,221332442.15
São Bento do Tocantins,TO,5026,11311965.01
São Bento do Trairí,RN,4262,12484986.02
São Bento do Una,PE,57046,87384593.78
São Bernardino,SC,2593,11917842.24
São Bernardo,MA,27599,45158196.37
São Bernardo do Campo,SP,811489,3656875829.88
São Bonifácio,SC,2966,12025194.48
São Borja,RS,63089,159830442.29
São Braz do Piauí,PI,4367,10557245.81
São Brás,AL,7020,15796529.71
São Brás do Suaçuí,MG,3693,18477495.02
São Caetano do Sul,SP,157205,1209865372.93
São Caitano,PE,36626,59264772.98
São Carlos,SC,10849,25587382.23
São Carlos,SP,238958,642968652.22
São Carlos do Ivaí,PR,6713,21043692.48
São Cristovão do Sul,SC,5308,15477556.75
São Cristóvão,SE,85814,95903189.75
São Desidério,BA,32078,132894793.24
São Domingos,BA,9849,17972910.44
São Domingos,GO,12163,24574848.25
São Domingos,PB,3031,10996588.02
São Domingos,SC,9523,29459766.19
São Domingos,SE,10887,21616090.83
São Domingos das Dores,MG,5642,13872308.38
São Domingos do Araguaia,PA,24235,45778547.15
São Domingos do Azeitão,MA,7187,18606890.72
São Domingos do Cariri,PB,2543,8771291.61
São Domingos do Maranhão,MA,33716,61600682.54
São Domingos do Norte,ES,8652,29704950.36
São Domingos do Prata,MG,17805,30985722.97
São Domingos do Sul,RS,3056,12852963.53
São Felipe,BA,21548,39879086.65
São Felipe D'Oeste,RO,6160,16602843.61
São Fernando,RN,3572,11125250.38
São Fidélis,RJ,37710,81279038.95
São Francisco,MG,56217,83122480.55
São Francisco,PB,3382,10445367.13
São Francisco,SE,3777,12424159.52
São Francisco,SP,2861,12072465.59
São Francisco de Assis,RS,19556,43346405.99
São Francisco de Assis do Piauí,PI,5759,12128828.79
São Francisco de Goiás,GO,6328,14530541.91
São Francisco de Itabapoana,RJ,41343,122697908.67
São Francisco de Paula,MG,6668,18271460.57
São Francisco de Paula,RS,21482,45461305.69
São Francisco de Sales,MG,6110,23075914.86
São Francisco do Brejão,MA,11242,21723355.83
São Francisco do Conde,BA,38838,474909060.55
São Francisco do Glória,MG,5177,11638660.59
São Francisco do Guaporé,RO,18640,46903655.4
São Francisco do Oeste,RN,4138,10914157.23
São Francisco do Piauí,PI,6332,20667668.46
São Francisco do Sul,SC,47547,211522980.88
São Félix,BA,15049,33759934.52
São Félix de Balsas,MA,4554,13067603.83
São Félix de Minas,MG,3465,11612218.57
São Félix do Araguaia,MT,11039,36910035.45
São Félix do Coribe,BA,15548,33453992.98
São Félix do Piauí,PI,2931,9141644.15
São Félix do Tocantins,TO,1532,8585796.91
São Félix do Xingu,PA,111633,138402710.92
São Gabriel,BA,19519,35820165.23
São Gabriel,RS,62692,126434435.05
São Gabriel da Cachoeira,AM,42342,74977565.36
São Gabriel da Palha,ES,35785,81091432.06
São Gabriel do Oeste,MS,24515,112291206.3
São Geraldo,MG,11372,17781822.47
São Geraldo da Piedade,MG,4329,11972701.73
São Geraldo do Baixio,MG,3788,11820117.63
São Gonçalo,RJ,1031903,1076659968.62
São Gonçalo do Abaeté,MG,6717,20807297.94
São Gonçalo do Amarante,CE,46783,239959341.39
São Gonçalo do Amarante,RN,96759,217670586.3
São Gonçalo do Gurguéia,PI,2942,8764583.66
São Gonçalo do Pará,MG,11475,21840329.09
São Gonçalo do Piauí,PI,4885,10447575.86
São Gonçalo do Rio Abaixo,MG,10488,207946529.51
São Gonçalo do Rio Preto,MG,3180,11455729.69
São Gonçalo do Sapucaí,MG,25143,39305723.42
São Gonçalo dos Campos,BA,37111,52169460.14
São Gotardo,MG,34107,56274701.72
São Jerônimo,RS,23399,38504698.85
São Jerônimo da Serra,PR,11570,24245406.66
São Joaquim,SC,26045,48241759.6
São Joaquim da Barra,SP,49690,100794346.81
São Joaquim de Bicas,MG,28624,62081348.75
São Joaquim do Monte,PE,21126,40814598.77
São Jorge,RS,2848,10702935.34
São Jorge d'Oeste,PR,9307,41549712.53
São Jorge do Ivaí,PR,5673,18977494.12
São Jorge do Patrocínio,PR,6051,25987926.82
São José,SC,228561,478493081.47
São José da Barra,MG,7213,27060934.25
São José da Bela Vista,SP,8791,23682369.04
São José da Boa Vista,PR,6567,17665787.24
São José da Coroa Grande,PE,20005,34014768.38
São José da Lagoa Tapada,PB,7675,16262460.91
São José da Laje,AL,23950,47979599.71
São José da Lapa,MG,21905,52691200.89
São José da Safira,MG,4258,17303667.17
São José da Tapera,AL,32075,83213233.7
São José da Varginha,MG,4630,12708408.53
São José da Vitória,BA,6158,13379782.42
São José das Missões,RS,2748,12822933.95
São José das Palmeiras,PR,3864,12873424.93
São José de Caiana,PB,6206,13921544.48
São José de Espinharas,PB,4711,12067773.85
São José de Mipibu,RN,42773,78889534.05
São José de Piranhas,PB,19846,38959996.02
São José de Princesa,PB,4015,9559371.11
São José de Ribamar,MA,172402,241384646.05
São José de Ubá,RJ,7175,33942609.58
São José do Alegre,MG,4180,10013483.88
São José do Barreiro,SP,4188,18711845.88
São José do Belmonte,PE,33610,60397656.2
São José do Bonfim,PB,3452,9687262.47
São José do Brejo do Cruz,PB,1767,10564951.24
São José do Calçado,ES,11000,29081270.1
São José do Campestre,RN,12896,24809300.41
São José do Cedro,SC,13902,34856631.01
São José do Cerrito,SC,8941,21579830.42
São José do Divino,MG,3943,11492497.92
São José do Divino,PI,5237,12111446.07
São José do Egito,PE,33188,60872225.1
São José do Goiabal,MG,5695,11797431.9
São José do Herval,RS,2201,11489666.13
São José do Hortêncio,RS,4419,15887196.92
São José do Inhacorá,RS,2228,13088789.61
São José do Jacuri,MG,6682,16800622.22
São José do Jacuípe,BA,11002,21207472.8
São José do Mantimento,MG,2738,10026875.83
São José do Norte,RS,26853,65900750.85
São José do Ouro,RS,7116,16969895.26
São José do Peixe,PI,3702,11003307.61
São José do Piauí,PI,6615,11211288.37
São José do Povo,MT,3782,11675899.73
São José do Rio Claro,MT,18701,38765580.33
São José do Rio Pardo,SP,54209,149063788.0
São José do Rio Preto,SP,438354,1467902038.76
São José do Sabugi,PB,4114,11532848.14
São José do Seridó,RN,4528,13865199.05
São José do Sul,RS,2240,13166095.13
São José do Vale do Rio Preto,RJ,20812,63561065.51
São José do Xingu,MT,5354,19691189.92
São José dos Ausentes,RS,3456,15095415.27
São José dos Basílios,MA,7501,15631840.18
São José dos Campos,SP,681036,2292586419.37
São José dos Cordeiros,PB,3739,11150044.13
São José dos Pinhais,PR,292934,915215214.95
São José dos Quatro Marcos,MT,18710,40072691.03
São José dos Ramos,PB,5817,16060128.16
São João,PE,22284,45966176.75
São João,PR,10743,37664799.77
São João Batista,MA,20195,37172480.07
São João Batista,SC,31534,65803983.94
São João Batista do Glória,MG,7292,24358272.25
São João Evangelista,MG,16043,28166547.28
São João Nepomuceno,MG,26227,42317331.79
São João d'Aliança,GO,11771,22272641.96
São João da Baliza,RR,7401,20763959.65
São João da Barra,RJ,34273,473893893.5
São João da Boa Vista,SP,88477,276868654.27
São João da Canabrava,PI,4516,10625145.78
São João da Fronteira,PI,5873,13255523.62
São João da Lagoa,MG,4880,14560146.73
São João da Mata,MG,2809,10006731.97
São João da Paraúna,GO,1623,10761283.07
São João da Ponta,PA,5703,11781944.72
São João da Ponte,MG,25933,50468466.22
São João da Serra,PI,6101,13252370.97
São João da Urtiga,RS,4846,14615761.46
São João da Varjota,PI,4738,11032602.0
São João das Duas Pontes,SP,2618,11640876.66
São João das Missões,MG,12539,22417492.51
São João de Iracema,SP,1875,12327322.24
São João de Meriti,RJ,460711,561436962.69
São João del Rei,MG,88902,185148405.4
São João do Arraial,PI,7700,18243859.65
São João do Caiuá,PR,6044,16075488.53
São João do Cariri,PB,4337,11447763.26
São João do Carú,MA,15558,32154355.11
São João do Itaperiú,SC,3606,12500594.51
São João do Ivaí,PR,11342,25426274.72
São João do Jaguaribe,CE,7774,19139513.01
São João do Manhuaçu,MG,11038,20636044.09
São João do Manteninha,MG,5591,15957884.04
São João do Oeste,SC,6235,19316666.71
São João do Oriente,MG,7925,12677854.86
São João do Pacuí,MG,4308,11381492.48
São João do Paraíso,MG,23417,32409060.81
São João do Pau d'Alho,SP,2145,11414554.73
São João do Piauí,PI,20077,43057701.97
São João do Polêsine,RS,2654,11168644.74
São João do Rio do Peixe,PB,17923,41325310.16
São João do Sabugi,RN,6196,12529491.45
São João do Soter,MA,17956,39718197.62
São João do Sul,SC,7205,19694145.87
São João do Tigre,PB,4437,12398908.7
São João do Triunfo,PR,14583,32762927.23
São João dos Patos,MA,25287,42212593.85
São Julião,PI,5771,11944782.35
São Leopoldo,RS,226988,605714536.16
São Lourenço,MG,44417,119409556.88
São Lourenço da Mata,PE,109298,152541491.51
São Lourenço da Serra,SP,15028,37958721.69
São Lourenço do Oeste,SC,23017,59949779.22
São Lourenço do Piauí,PI,4488,14209681.51
São Lourenço do Sul,RS,44520,109276984.09
