UF,Municipio,Regiao,PIB,Ano
MG,Simonésia,Sudeste,196.108,2019
CE,Crateús,Nordeste,852.098,2019
PI,Caridade do Piauí,Nordeste,32.859,2017
MS,Tacuru,Centro-Oeste,193.502,2017
GO,Colinas do Sul,Centro-Oeste,50.075,2019
CE,Assaré,Nordeste,167.912,2018
GO,Morro Agudo de Goiás,Centro-Oeste,45.312,2019
MA,Presidente Dutra,Nordeste,584.910,2019
SC,Saltinho,Sul,70.345,2018
SP,Barbosa,Sudeste,100.071,2018
BA,Candeal,Nordeste,58.353,2019
MS,Paranhos,Centro-Oeste,159.638,2017
MG,Jacuí,Sudeste,104.853,2019
SP,Lavrinhas,Sudeste,100.542,2017
RN,Riacho da Cruz,Nordeste,34.419,2019
TO,Axixá do Tocantins,Norte,104.586,2016
MG,Fervedouro,Sudeste,103.788,2017
PE,Calçado,Nordeste,102.408,2019
TO,Cristalândia,Norte,124.693,2019
PB,Sertãozinho,Nordeste,48.449,2019
PB,Salgadinho,Nordeste,25.154,2016
RN,Cerro Corá,Nordeste,107.434,2016
MG,Joaíma,Sudeste,124.722,2016
PB,Frei Martinho,Nordeste,28.626,2018
RS,Santo Expedito do Sul,Sul,74.417,2018
PB,Imaculada,Nordeste,75.523,2017
PB,Desterro,Nordeste,60.649,2018
GO,Turvânia,Centro-Oeste,89.086,2018
MG,Jacinto,Sudeste,103.674,2018
PI,Betânia do Piauí,Nordeste,52.380,2019
MG,Acaiaca,Sudeste,36.386,2016
SP,Santópolis do Aguapeí,Sudeste,56.342,2016
BA,Itapitanga,Nordeste,73.649,2017
PE,Cupira,Nordeste,265.406,2017
RS,Butiá,Sul,445.252,2018
PR,Kaloré,Sul,112.831,2019
PE,Condado,Nordeste,221.435,2018
SP,Getulina,Sudeste,185.012,2018
BA,Piripá,Nordeste,66.127,2016
RS,Herval,Sul,118.811,2016
RN,José da Penha,Nordeste,54.898,2018
MG,Guaraciama,Sudeste,39.092,2017
MG,Espinosa,Sudeste,274.250,2017
PE,Parnamirim,Nordeste,166.862,2018
SC,Paial,Sul,41.042,2019
PE,Poção,Nordeste,83.989,2018
BA,Teofilândia,Nordeste,158.182,2018
AL,Roteiro,Nordeste,137.386,2019
MS,Rochedo,Centro-Oeste,175.714,2016
AL,Minador do Negrão,Nordeste,48.424,2017
TO,Pindorama do Tocantins,Norte,58.412,2019
PA,Santa Luzia do Pará,Norte,160.405,2019
MG,Santa Fé de Minas,Sudeste,37.873,2017
PI,Ilha Grande,Nordeste,66.916,2016
MG,Ibertioga,Sudeste,65.087,2017
MG,Rio Espera,Sudeste,48.199,2018
SC,Angelina,Sul,133.477,2019
RS,Santo Antônio das Missões,Sul,307.520,2016
BA,Cardeal da Silva,Nordeste,78.542,2017
SP,Pontalinda,Sudeste,77.813,2018
TO,Marianópolis do Tocantins,Norte,100.281,2016
PA,Faro,Norte,56.499,2017
SP,São João de Iracema,Sudeste,33.807,2018
MG,Manga,Sudeste,194.752,2018
BA,Ibitiara,Nordeste,106.819,2019
PE,Jucati,Nordeste,115.409,2019
CE,Carnaubal,Nordeste,108.308,2016
CE,Pindoretama,Nordeste,221.102,2017
AM,Carauari,Norte,286.003,2017
PI,Campo Largo do Piauí,Nordeste,49.011,2019
RN,Campo Redondo,Nordeste,70.996,2016
SP,União Paulista,Sudeste,45.000,2019
MA,Tufilândia,Nordeste,49.165,2019
MG,Santa Maria de Itabira,Sudeste,163.485,2018
PB,Conceição,Nordeste,180.181,2019
PR,Itambé,Sul,171.257,2016
RS,Senador Salgado Filho,Sul,80.300,2017
BA,Palmeiras,Nordeste,79.860,2018
MA,Belágua,Nordeste,46.356,2018
MG,Antônio Prado de Minas,Sudeste,21.322,2016
PI,Monte Alegre do Piauí,Nordeste,107.652,2016
RO,Novo Horizonte do Oeste,Norte,150.378,2016
MG,Estiva,Sudeste,240.910,2017
CE,Paramoti,Nordeste,95.832,2017
GO,Ouro Verde de Goiás,Centro-Oeste,134.696,2019
BA,Cândido Sales,Nordeste,210.920,2018
PA,Aveiro,Norte,123.024,2019
BA,Malhada,Nordeste,152.257,2019
MG,Ilicínea,Sudeste,195.418,2016
PB,Aroeiras,Nordeste,137.080,2016
PE,Itambé,Nordeste,464.334,2016
SP,Cândido Rodrigues,Sudeste,115.154,2017
MG,Pescador,Sudeste,40.169,2019
AC,Rodrigues Alves,Norte,185.008,2017
SP,Nova Canaã Paulista,Sudeste,39.509,2018
PA,Viseu,Norte,488.299,2019
PB,Santo André,Nordeste,22.350,2016
RN,Sítio Novo,Nordeste,39.324,2016
RN,Barcelona,Nordeste,35.278,2017
CE,Crateús,Nordeste,700.368,2018
BA,Abaíra,Nordeste,58.457,2017
PE,Ferreiros,Nordeste,112.179,2018
AL,Jundiá,Nordeste,45.591,2017
PB,Caldas Brandão,Nordeste,65.813,2019
BA,Itapitanga,Nordeste,79.835,2016
CE,Pacujá,Nordeste,47.602,2017
PB,Malta,Nordeste,53.655,2019
PB,Fagundes,Nordeste,93.281,2019
RO,Vale do Paraíso,Norte,130.588,2016
PI,São Braz do Piauí,Nordeste,32.199,2018
PR,Itambaracá,Sul,161.119,2018
TO,Araguatins,Norte,425.144,2018
MG,Guimarânia,Sudeste,145.218,2016
RN,Santa Maria,Nordeste,53.407,2018
PE,Trindade,Nordeste,323.139,2019
MG,Divisópolis,Sudeste,65.351,2016
RS,São Pedro das Missões,Sul,58.529,2017
PA,Salinópolis,Norte,425.035,2017
AL,Minador do Negrão,Nordeste,57.938,2019
BA,Buritirama,Nordeste,123.130,2017
GO,Nova Glória,Centro-Oeste,120.134,2016
RN,Santa Maria,Nordeste,65.390,2017
MT,Araguainha,Centro-Oeste,21.087,2019
AM,Canutama,Norte,99.109,2016
MG,Simonésia,Sudeste,174.128,2016
MA,Presidente Sarney,Nordeste,142.663,2016
SE,Pinhão,Nordeste,70.589,2017
MG,Pratápolis,Sudeste,148.626,2019
MG,Andrelândia,Sudeste,195.340,2016
BA,Ponto Novo,Nordeste,112.102,2016
TO,São Félix do Tocantins,Norte,23.269,2019
RS,Sede Nova,Sul,118.509,2019
RS,Rondinha,Sul,195.927,2019
PI,Lagoa do Piauí,Nordeste,43.751,2017
PB,Puxinanã,Nordeste,108.222,2019
SP,Cândido Rodrigues,Sudeste,96.837,2016
SC,São Miguel da Boa Vista,Sul,34.044,2017
PB,Sertãozinho,Nordeste,47.488,2018
MG,Santa Maria do Salto,Sudeste,43.141,2019
PR,Sapopema,Sul,107.657,2019
AL,Paulo Jacinto,Nordeste,61.859,2016
GO,Itapaci,Centro-Oeste,331.348,2017
MG,Cuparaque,Sudeste,51.829,2018
SE,Muribeca,Nordeste,90.972,2018
PR,Brasilândia do Sul,Sul,192.419,2018
MG,Coração de Jesus,Sudeste,210.357,2018
AM,Manaquiri,Norte,275.567,2018
PE,Tabira,Nordeste,226.257,2016
CE,Viçosa do Ceará,Nordeste,439.427,2018
PA,Melgaço,Norte,180.022,2019
RJ,Cambuci,Sudeste,333.998,2016
RS,Cristal do Sul,Sul,50.783,2017
SP,Jumirim,Sudeste,108.251,2017
MG,Varjão de Minas,Sudeste,181.466,2017
PR,Antônio Olinto,Sul,169.634,2017
BA,Nova Redenção,Nordeste,53.252,2017
PI,Pimenteiras,Nordeste,85.801,2018
MT,Porto Estrela,Centro-Oeste,55.182,2019
MA,Araguanã,Nordeste,79.382,2019
SE,Siriri,Nordeste,151.152,2019
SE,General Maynard,Nordeste,31.260,2016
SP,Tabatinga,Sudeste,241.393,2016
RJ,São Fidélis,Sudeste,729.989,2016
MG,Itambé do Mato Dentro,Sudeste,24.772,2018
GO,Americano do Brasil,Centro-Oeste,76.066,2019
RS,Imbé,Sul,456.862,2016
PE,Granito,Nordeste,69.618,2019
MG,Cachoeira da Prata,Sudeste,37.448,2016
PI,Porto,Nordeste,90.708,2018
RO,Pimenteiras do Oeste,Norte,116.514,2019
MS,Deodápolis,Centro-Oeste,303.946,2019
TO,Aragominas,Norte,63.895,2016
PI,Francinópolis,Nordeste,39.794,2019
SE,Gararu,Nordeste,118.175,2019
RS,Santa Margarida do Sul,Sul,184.070,2016
PI,Floresta do Piauí,Nordeste,20.000,2017
GO,Novo Brasil,Centro-Oeste,57.623,2017
MG,Olímpio Noronha,Sudeste,36.443,2019
MG,Conceição da Aparecida,Sudeste,174.647,2019
RJ,Italva,Sudeste,306.436,2018
MA,Palmeirândia,Nordeste,122.394,2016
PI,Padre Marcos,Nordeste,54.162,2017
RS,Itati,Sul,80.236,2016
RN,Encanto,Nordeste,40.780,2016
PE,Bonito,Nordeste,402.865,2017
GO,Gouvelândia,Centro-Oeste,186.420,2017
SE,General Maynard,Nordeste,31.581,2018
PI,Água Branca,Nordeste,200.603,2018
RS,São Martinho da Serra,Sul,184.554,2016
MG,Ladainha,Sudeste,113.162,2017
SP,Cajobi,Sudeste,157.030,2019
MG,Juramento,Sudeste,39.458,2016
SP,Cananéia,Sudeste,297.560,2018
MG,Passa-Vinte,Sudeste,31.175,2016
PR,Godoy Moreira,Sul,43.547,2016
PI,Cocal de Telha,Nordeste,43.630,2019
PI,Jacobina do Piauí,Nordeste,52.968,2019
PI,Landri Sales,Nordeste,55.464,2016
SP,Luiziânia,Sudeste,70.005,2017
PB,Santo André,Nordeste,25.552,2018
PI,Buriti dos Montes,Nordeste,61.702,2019
PA,Aveiro,Norte,144.716,2017
MA,São João do Soter,Nordeste,94.708,2017
PR,Nova Santa Bárbara,Sul,82.995,2018
MA,Coelho Neto,Nordeste,363.065,2019
MG,Pai Pedro,Sudeste,41.318,2016
RJ,Iguaba Grande,Sudeste,537.136,2019
AM,Carauari,Norte,270.919,2016
MG,Passa-Vinte,Sudeste,32.538,2018
RS,Imbé,Sul,437.014,2017
SE,Canhoba,Nordeste,43.424,2018
PR,Sapopema,Sul,107.698,2018
BA,Floresta Azul,Nordeste,85.337,2019
PI,Vera Mendes,Nordeste,21.734,2016
PR,Palmital,Sul,244.762,2016
PI,Caxingó,Nordeste,47.447,2019
PE,Águas Belas,Nordeste,361.984,2019
MA,Pinheiro,Nordeste,895.654,2019
SP,União Paulista,Sudeste,49.488,2017
AL,Palmeira dos Índios,Nordeste,778.477,2017
MG,Descoberto,Sudeste,67.817,2019
GO,Matrinchã,Centro-Oeste,106.492,2019
PI,São Braz do Piauí,Nordeste,27.208,2016
PB,Mulungu,Nordeste,76.930,2017
PE,Alagoinha,Nordeste,132.917,2018
RO,Cujubim,Norte,357.078,2018
BA,Abaíra,Nordeste,62.610,2019
RS,Tunas,Sul,69.622,2016
RS,Quevedos,Sul,152.378,2016
PE,Itapetim,Nordeste,102.328,2017
PA,Acará,Norte,932.175,2017
TO,Filadélfia,Norte,101.689,2018
MG,Queluzito,Sudeste,27.642,2016
AL,Porto Calvo,Nordeste,343.267,2017
MA,Bom Jardim,Nordeste,302.628,2017
SP,Guarani dOeste,Sudeste,34.469,2019
RS,Chiapeta,Sul,204.155,2019
MS,Figueirao,Centro-Oeste,96.498,2017
PR,Ramilândia,Sul,82.282,2018
MA,Buriti Bravo,Nordeste,169.172,2018
RN,Passa e Fica,Nordeste,127.788,2019
SP,Caiuá,Sudeste,78.859,2019
RN,Tenente Ananias,Nordeste,104.254,2019
SP,Boa Esperança do Sul,Sudeste,502.986,2016
SE,Itabaianinha,Nordeste,426.895,2018
SP,Serra Azul,Sudeste,148.660,2016
BA,Maetinga,Nordeste,44.348,2017
RJ,Miracema,Sudeste,490.113,2017
PR,Barbosa Ferraz,Sul,210.773,2018
PE,Riacho das Almas,Nordeste,192.932,2019
PE,Ibirajuba,Nordeste,60.412,2017
MG,Senador Cortes,Sudeste,27.511,2018
PB,Mãe dÁgua,Nordeste,33.679,2019
PI,Barreiras do Piauí,Nordeste,27.413,2018
BA,Abaíra,Nordeste,64.379,2016
PI,Caridade do Piauí,Nordeste,35.510,2016
MT,Apiacás,Centro-Oeste,154.785,2018
AL,Dois Riachos,Nordeste,73.701,2018
MG,Ataléia,Sudeste,158.381,2019
MG,Itambé do Mato Dentro,Sudeste,28.228,2019
MA,Afonso Cunha,Nordeste,52.155,2019
RS,Terra de Areia,Sul,208.097,2017
PI,São Gonçalo do Gurguéia,Nordeste,32.271,2018
SE,Siriri,Nordeste,142.172,2018
BA,Coribe,Nordeste,140.893,2019
RS,Tio Hugo,Sul,113.353,2016
AL,Roteiro,Nordeste,146.753,2017
PB,Mãe dÁgua,Nordeste,32.570,2018
AM,Guajará,Norte,130.114,2019
MS,Porto Murtinho,Centro-Oeste,311.524,2016
PI,Júlio Borges,Nordeste,40.450,2017
PR,Anahy,Sul,74.143,2017
MG,Mercês,Sudeste,115.991,2017
SC,Santiago do Sul,Sul,33.862,2018
PR,Santa Inês,Sul,41.066,2018
RN,São Francisco do Oeste,Nordeste,46.231,2018
RS,Vila Lângaro,Sul,98.593,2016
RS,Alegria,Sul,100.027,2017
BA,Iaçu,Nordeste,211.818,2019
MA,Afonso Cunha,Nordeste,44.851,2017
MG,Serra dos Aimorés,Sudeste,88.131,2018
MG,Cabeceira Grande,Sudeste,304.660,2018
RS,São Pedro das Missões,Sul,67.572,2016
MA,Monção,Nordeste,199.130,2017
PB,Lastro,Nordeste,26.142,2019
RS,São Valério do Sul,Sul,52.905,2017
BA,Ituaçu,Nordeste,161.879,2017
PB,Santa Inês,Nordeste,29.635,2018
SE,Nossa Senhora de Lourdes,Nordeste,69.641,2019
RS,Cacique Doble,Sul,102.105,2016
RS,Erval Seco,Sul,229.473,2019
BA,Presidente Jânio Quadros,Nordeste,87.565,2019
PB,Nazarezinho,Nordeste,54.151,2016
PB,Seridó,Nordeste,63.150,2016
SP,Espírito Santo do Turvo,Sudeste,73.778,2019
GO,São Miguel do Passa Quatro,Centro-Oeste,155.999,2019
PB,São Mamede,Nordeste,67.173,2016
BA,Ibipeba,Nordeste,123.459,2017
GO,Novo Brasil,Centro-Oeste,59.090,2018
PI,Cocal dos Alves,Nordeste,40.224,2016
MG,Palmópolis,Sudeste,47.116,2017
TO,Itaporã do Tocantins,Norte,43.133,2018
TO,Novo Alegre,Norte,29.354,2019
PR,Nova Santa Bárbara,Sul,81.244,2019
MG,Porteirinha,Sudeste,335.665,2017
ES,Montanha,Sudeste,340.465,2019
PI,Francinópolis,Nordeste,38.819,2018
AC,Rodrigues Alves,Norte,187.068,2018
AL,Jundiá,Nordeste,47.368,2019
SP,Quadra,Sudeste,113.273,2019
BA,Nilo Peçanha,Nordeste,122.441,2017
RN,Ielmo Marinho,Nordeste,108.939,2018
PB,São Miguel de Taipu,Nordeste,68.316,2019
RR,São Luiz,Norte,143.844,2019
BA,Vereda,Nordeste,82.426,2016
RS,Alpestre,Sul,448.174,2016
TO,Itaporã do Tocantins,Norte,42.185,2016
PR,Boa Vista da Aparecida,Sul,133.561,2016
BA,Barra do Rocha,Nordeste,45.822,2017
CE,Alto Santo,Nordeste,145.319,2017
PI,Caxingó,Nordeste,43.692,2017
PB,Caiçara,Nordeste,57.476,2018
MG,Cônego Marinho,Sudeste,51.550,2018
RO,Vale do Paraíso,Norte,150.080,2018
SE,Capela,Nordeste,373.968,2018
SE,Pedra Mole,Nordeste,42.764,2019
AM,Tabatinga,Norte,594.242,2019
MG,Patrocínio do Muriaé,Sudeste,74.361,2017
BA,Caldeirão Grande,Nordeste,94.786,2017
MG,Santa Bárbara do Monte Verde,Sudeste,49.828,2018
PB,Nazarezinho,Nordeste,58.979,2019
RN,Paraú,Nordeste,40.709,2017
BA,Nova Ibiá,Nordeste,62.450,2017
RS,Capitão,Sul,60.454,2016
RS,Tavares,Sul,82.796,2018
PB,Sobrado,Nordeste,94.273,2019
MA,Capinzal do Norte,Nordeste,165.605,2019
MA,Dom Pedro,Nordeste,234.858,2019
SP,Timburi,Sudeste,47.451,2016
BA,Muquém de São Francisco,Nordeste,127.012,2016
MG,Itacarambi,Sudeste,191.181,2018
MG,Ibituruna,Sudeste,37.709,2016
MG,Tarumirim,Sudeste,138.486,2016
BA,Almadina,Nordeste,55.989,2016
CE,Baturité,Nordeste,368.450,2017
RS,Santo Antônio das Missões,Sul,380.427,2018
RJ,Rio Claro,Sudeste,401.562,2018
MG,Teixeiras,Sudeste,148.814,2019
PB,Santana de Mangueira,Nordeste,37.235,2016
MG,São Félix de Minas,Sudeste,37.384,2018
CE,Araripe,Nordeste,149.593,2018
BA,Macururé,Nordeste,53.783,2019
CE,Capistrano,Nordeste,154.909,2019
PA,São Caetano de Odivelas,Norte,131.227,2017
RS,Boa Vista das Missões,Sul,155.877,2018
PI,Passagem Franca do Piauí,Nordeste,33.874,2016
MA,Sucupira do Norte,Nordeste,74.318,2017
RJ,São José do Vale do Rio Preto,Sudeste,452.015,2017
GO,Perolândia,Centro-Oeste,332.332,2018
RS,Vanini,Sul,64.629,2019
MG,Conceição de Ipanema,Sudeste,41.329,2016
BA,Mascote,Nordeste,135.274,2016
BA,Gongogi,Nordeste,58.781,2017
RN,Umarizal,Nordeste,127.163,2018
PR,Janiópolis,Sul,155.432,2019
SP,Lagoinha,Sudeste,61.898,2019
SP,Barra do Turvo,Sudeste,96.888,2019
PB,Princesa Isabel,Nordeste,251.496,2019
RJ,Miracema,Sudeste,570.590,2019
MG,Marliéria,Sudeste,38.920,2016
RS,Augusto Pestana,Sul,297.487,2016
PE,Capoeiras,Nordeste,160.263,2016
PB,Sumé,Nordeste,174.663,2017
PA,Maracanã,Norte,219.106,2017
MG,Santana do Jacaré,Sudeste,78.707,2018
GO,Moiporá,Centro-Oeste,38.608,2019
BA,Catolândia,Nordeste,75.552,2017
RS,Carlos Gomes,Sul,44.003,2019
BA,Firmino Alves,Nordeste,44.508,2016
PE,Triunfo,Nordeste,130.760,2016
BA,São José do Jacuípe,Nordeste,80.171,2017
MG,Cristiano Otoni,Sudeste,73.277,2018
SP,Itaju,Sudeste,109.144,2016
PB,Emas,Nordeste,32.011,2017
MA,São Raimundo das Mangabeiras,Nordeste,415.658,2018
RS,Cerro Grande do Sul,Sul,183.438,2019
PB,São José dos Cordeiros,Nordeste,26.523,2016
MG,São Pedro dos Ferros,Sudeste,112.523,2016
SP,Narandiba,Sudeste,214.417,2016
TO,Taipas do Tocantins,Norte,21.997,2017
GO,Palestina de Goiás,Centro-Oeste,90.293,2018
PB,Mari,Nordeste,216.414,2019
SC,Iraceminha,Sul,97.004,2016
SC,Bom Jardim da Serra,Sul,116.194,2016
RO,Cacaulândia,Norte,139.924,2017
PA,Bonito,Norte,159.908,2019
MS,Brasilândia,Centro-Oeste,486.633,2016
PR,Guaporema,Sul,57.117,2017
SP,Luiziânia,Sudeste,75.853,2019
BA,São Domingos,Nordeste,80.651,2019
PB,Pombal,Nordeste,415.781,2019
AL,Belo Monte,Nordeste,64.308,2016
MG,Coluna,Sudeste,85.393,2017
GO,Córrego do Ouro,Centro-Oeste,44.931,2016
GO,Aurilândia,Centro-Oeste,56.259,2016
PA,Bujaru,Norte,453.202,2018
SC,Santa Rosa de Lima,Sul,48.274,2017
AL,Carneiros,Nordeste,57.365,2017
MG,Itumirim,Sudeste,64.844,2019
PI,São Francisco do Piauí,Nordeste,45.037,2016
RO,Cujubim,Norte,315.494,2016
MG,Ibiracatu,Sudeste,39.754,2016
PE,Iguaraci,Nordeste,79.331,2016
PI,Bertolínia,Nordeste,53.321,2017
PR,São Manoel do Paraná,Sul,50.418,2018
MG,Virginópolis,Sudeste,160.890,2019
MG,Japonvar,Sudeste,57.654,2017
MG,São José do Jacuri,Sudeste,63.367,2016
MA,Buriti Bravo,Nordeste,152.613,2016
MA,Paraibano,Nordeste,165.163,2019
RS,Três Arroios,Sul,75.841,2016
GO,Guaraíta,Centro-Oeste,32.219,2017
MG,Descoberto,Sudeste,72.832,2017
AM,Novo Airão,Norte,136.543,2018
AM,Pauini,Norte,157.104,2018
TO,Monte Santo do Tocantins,Norte,38.972,2016
MG,Bom Sucesso,Sudeste,308.674,2017
RN,Sítio Novo,Nordeste,43.293,2018
PR,Barbosa Ferraz,Sul,200.731,2016
RJ,Varre-Sai,Sudeste,156.569,2016
AM,Uarini,Norte,186.574,2017
PB,Nova Floresta,Nordeste,84.849,2018
SP,Guarani dOeste,Sudeste,35.088,2018
RS,Engenho Velho,Sul,49.630,2018
MG,Pedras de Maria da Cruz,Sudeste,82.823,2018
MA,Conceição do Lago-Açu,Nordeste,108.033,2016
BA,Queimadas,Nordeste,208.338,2016
SP,Taiúva,Sudeste,114.070,2018
RS,Ipiranga do Sul,Sul,106.926,2019
SE,Capela,Nordeste,309.494,2016
MA,Santa Filomena do Maranhão,Nordeste,49.914,2018
RS,Salto do Jacuí,Sul,804.761,2018
MG,Serra Azul de Minas,Sudeste,34.678,2019
BA,Caatiba,Nordeste,63.948,2019
CE,Tururu,Nordeste,115.947,2019
MA,Arame,Nordeste,236.073,2019
MG,Vieiras,Sudeste,38.200,2018
MG,Vermelho Novo,Sudeste,44.921,2017
MG,Materlândia,Sudeste,44.127,2017
MG,Prata,Sudeste,946.465,2016
BA,Almadina,Nordeste,53.031,2019
SP,Rubinéia,Sudeste,71.320,2016
GO,Alvorada do Norte,Centro-Oeste,112.610,2016
SE,São Miguel do Aleixo,Nordeste,41.005,2017
AL,Flexeiras,Nordeste,175.287,2017
MG,Itaipé,Sudeste,89.537,2018
SC,Treviso,Sul,218.283,2016
CE,Ibicuitinga,Nordeste,81.251,2016
RN,Ielmo Marinho,Nordeste,96.307,2016
RN,Frutuoso Gomes,Nordeste,30.293,2016
CE,Tururu,Nordeste,95.533,2016
PR,Paranapoema,Sul,61.199,2019
MG,Augusto de Lima,Sudeste,63.957,2019
PA,Novo Repartimento,Norte,823.582,2016
PB,Lastro,Nordeste,26.081,2017
SP,Timburi,Sudeste,47.538,2017
SP,Rubinéia,Sudeste,82.871,2017
PB,Boqueirão,Nordeste,205.675,2018
MA,Carutapera,Nordeste,166.572,2019
RS,Guarani das Missões,Sul,358.097,2018
SC,Brunópolis,Sul,81.372,2018
PB,Imaculada,Nordeste,72.767,2016
MG,Marliéria,Sudeste,39.495,2017
PB,Barra de Santana,Nordeste,73.460,2018
SP,Cruzália,Sudeste,121.304,2016
MS,Miranda,Centro-Oeste,462.982,2016
PI,Passagem Franca do Piauí,Nordeste,35.342,2017
ES,Irupi,Sudeste,193.602,2017
MA,São Benedito do Rio Preto,Nordeste,111.226,2017
MA,Penalva,Nordeste,216.609,2019
MA,São Benedito do Rio Preto,Nordeste,104.917,2016
TO,Santa Rita do Tocantins,Norte,120.898,2019
PE,Salgadinho,Nordeste,58.288,2016
SC,Flor do Sertão,Sul,39.866,2017
RO,Primavera de Rondônia,Norte,62.900,2017
MG,Morro da Garça,Sudeste,46.600,2018
AL,Major Isidoro,Nordeste,176.069,2018
MA,Belágua,Nordeste,46.993,2019
SP,Platina,Sudeste,89.665,2017
SP,Taquaral,Sudeste,34.148,2016
MT,Canabrava do Norte,Centro-Oeste,111.307,2017
TO,Pium,Norte,140.566,2017
MG,Itacarambi,Sudeste,183.981,2016
RS,Boa Vista do Incra,Sul,172.153,2019
BA,Jacaraci,Nordeste,110.912,2019
AC,Plácido de Castro,Norte,276.129,2019
BA,Ituaçu,Nordeste,204.988,2016
PR,Santa Lúcia,Sul,99.434,2017
MA,São Pedro da Água Branca,Nordeste,95.127,2017
PI,São José do Piauí,Nordeste,61.055,2019
MG,Formoso,Sudeste,184.569,2019
CE,Orós,Nordeste,184.955,2019
TO,Tocantínia,Norte,61.070,2016
CE,Hidrolândia,Nordeste,143.185,2017
BA,Planalto,Nordeste,238.071,2018
MG,Divisa Nova,Sudeste,92.557,2017
GO,Santa Isabel,Centro-Oeste,83.869,2019
SC,Bocaina do Sul,Sul,70.413,2016
PE,Alagoinha,Nordeste,118.907,2016
AL,Messias,Nordeste,179.613,2017
MG,Jaguaraçu,Sudeste,88.042,2019
SC,São Bonifácio,Sul,61.837,2017
SP,Tarabai,Sudeste,121.375,2019
PR,Figueira,Sul,144.667,2016
RN,São João do Sabugi,Nordeste,56.257,2017
MG,São Francisco de Sales,Sudeste,144.458,2017
MG,Liberdade,Sudeste,82.700,2019
PB,Coremas,Nordeste,142.259,2016
AL,Satuba,Nordeste,139.010,2016
MG,Conceição de Ipanema,Sudeste,49.822,2017
CE,General Sampaio,Nordeste,53.075,2017
PE,Ibimirim,Nordeste,255.886,2017
AL,Igreja Nova,Nordeste,384.927,2017
BA,Cairu,Nordeste,624.373,2017
BA,Pedro Alexandre,Nordeste,100.815,2017
BA,Tapiramutá,Nordeste,108.349,2017
SP,Macedônia,Sudeste,75.285,2019
SC,Planalto Alegre,Sul,88.616,2017
GO,Araguapaz,Centro-Oeste,126.834,2019
MG,Gurinhatã,Sudeste,124.388,2019
PI,Massapê do Piauí,Nordeste,38.950,2017
AM,Itamarati,Norte,93.869,2017
RS,Barra do Rio Azul,Sul,53.648,2019
CE,Ararendá,Nordeste,84.732,2019
CE,Guaiúba,Nordeste,168.289,2016
MA,Fernando Falcão,Nordeste,54.846,2017
PI,Lagoa Alegre,Nordeste,54.246,2016
MA,Sucupira do Norte,Nordeste,64.585,2016
GO,Perolândia,Centro-Oeste,420.333,2019
BA,Paripiranga,Nordeste,283.844,2016
MA,Primeira Cruz,Nordeste,75.664,2017
BA,Cabaceiras do Paraguaçu,Nordeste,115.610,2017
PI,Paquetá,Nordeste,35.415,2019
AC,Porto Walter,Norte,118.375,2019
RN,Riachuelo,Nordeste,60.695,2016
PB,Caaporã,Nordeste,306.428,2016
RN,Vera Cruz,Nordeste,117.249,2019
SP,Elisiário,Sudeste,66.175,2016
RN,Lagoa Salgada,Nordeste,58.352,2016
AL,Branquinha,Nordeste,375.433,2016
PB,Água Branca,Nordeste,75.099,2016
MG,Romaria,Sudeste,136.021,2017
CE,Barro,Nordeste,179.641,2017
BA,Caém,Nordeste,70.911,2017
MA,Cedral,Nordeste,67.404,2018
SE,Telha,Nordeste,31.472,2016
RS,Lagoão,Sul,94.435,2016
SP,Fernão,Sudeste,48.348,2017
PI,Passagem Franca do Piauí,Nordeste,35.436,2018
SP,Reginópolis,Sudeste,144.818,2018
PR,Planaltina do Paraná,Sul,103.095,2019
SP,Natividade da Serra,Sudeste,66.550,2016
PI,Alegrete do Piauí,Nordeste,33.755,2017
TO,Tocantinópolis,Norte,294.325,2018
BA,Monte Santo,Nordeste,393.865,2019
SE,Gracho Cardoso,Nordeste,59.812,2016
PI,Inhuma,Nordeste,114.977,2016
MG,Dom Joaquim,Sudeste,43.238,2016
AP,Calçoene,Norte,146.676,2016
MG,Liberdade,Sudeste,81.900,2017
MG,São Roque de Minas,Sudeste,193.996,2017
CE,Irauçuba,Nordeste,160.347,2016
GO,Santa Rita do Araguaia,Centro-Oeste,133.383,2017
AP,Amapá,Norte,137.264,2018
MG,Divisópolis,Sudeste,76.560,2019
SC,Piratuba,Sul,653.928,2017
SP,Aparecida dOeste,Sudeste,103.616,2018
PA,Afuá,Norte,357.706,2018
PB,Pocinhos,Nordeste,242.455,2019
RN,São Miguel,Nordeste,218.349,2017
MG,Alterosa,Sudeste,212.888,2018
MG,São José da Safira,Sudeste,38.415,2017
BA,Wenceslau Guimarães,Nordeste,271.403,2016
BA,Cairu,Nordeste,453.354,2016
CE,São Luís do Curu,Nordeste,105.835,2018
MA,Alto Alegre do Pindaré,Nordeste,190.348,2018
MT,Nova Guarita,Centro-Oeste,95.641,2019
MA,Nova Colinas,Nordeste,47.981,2016
RS,Barão do Triunfo,Sul,113.324,2016
SP,Quadra,Sudeste,100.880,2017
CE,Morrinhos,Nordeste,147.899,2017
PB,Vista Serrana,Nordeste,33.899,2018
PE,Dormentes,Nordeste,217.241,2018
MT,Apiacás,Centro-Oeste,167.075,2019
SP,Guapiara,Sudeste,316.806,2017
RN,Espírito Santo,Nordeste,72.127,2017
