Municipio,UF,População,Total Despesa
Braço do Trombudo,SC,3599,14468233.69
Braúna,SP,5345,13756227.06
Braúnas,MG,5091,11627373.53
Brejetuba,ES,12669,27700065.26
Brejinho,PE,7464,17196279.42
Brejinho,RN,12286,18303397.06
Brejinho de Nazaré,TO,5400,11814833.64
Brejo,MA,34754,48829928.04
Brejo Alegre,SP,2723,14655773.05
Brejo Grande,SE,8110,16042789.76
Brejo Grande do Araguaia,PA,7285,16467188.98
Brejo Santo,CE,47218,99881044.47
Brejo da Madre de Deus,PE,47972,63879768.1
Brejo de Areia,MA,4591,25387248.6
Brejo do Cruz,PB,13676,21941275.13
Brejo do Piauí,PI,3749,10508439.61
Brejo dos Santos,PB,6364,11533655.6
Brejolândia,BA,10545,17700193.27
Brejão,PE,9006,20847909.79
Brejões,BA,14866,28404662.75
Breu Branco,PA,58033,75831679.42
Breves,PA,96444,176298282.3
Britânia,GO,5724,14971710.21
Brochier,RS,4902,13610481.58
Brodowski,SP,22797,50753324.76
Brotas,SP,22959,65811741.84
Brotas de Macaúbas,BA,11301,21855399.28
Brumadinho,MG,36748,173072856.31
Brumado,BA,68776,111103578.13
Brunópolis,SC,2741,9586812.93
Brusque,SC,116634,258659180.36
Brás Pires,MG,4664,8886679.54
Bueno Brandão,MG,11211,14837503.96
Buenos Aires,PE,12934,20281327.43
Buenópolis,MG,10583,16672441.67
Buerarema,BA,19311,26891333.84
Bugre,MG,4122,9105311.84
Bujari,AC,9003,15362325.43
Bujaru,PA,27000,34243523.53
Buri,SP,19395,48689266.75
Buritama,SP,16312,46952053.49
Buriti,MA,27697,42255913.69
Buriti Alegre,GO,9395,24960788.31
Buriti Bravo,MA,23238,36769478.04
Buriti de Goiás,GO,2606,9779492.75
Buriti do Tocantins,TO,10522,10212531.08
Buriti dos Lopes,PI,19352,29936741.33
Buriti dos Montes,PI,8138,14715442.73
Buriticupu,MA,68626,89915690.06
Buritinópolis,GO,3398,11678992.55
Buritirama,BA,21115,32240217.92
Buritirana,MA,15008,23769183.44
Buritis,MG,23979,49042499.75
Buritis,RO,36555,46558088.72
Buritizal,SP,4279,24140536.14
Buritizeiro,MG,27974,41091899.33
Butiá,RS,21131,33595558.98
Buíque,PE,55268,77156435.57
Bálsamo,SP,8631,17589730.66
Caapiranga,AM,12004,26744157.94
Caaporã,PB,21212,52732389.21
Caarapó,MS,27554,58892360.72
Caatiba,BA,10828,19507040.1
Cabaceiras,PB,5319,11580633.47
Cabeceira Grande,MG,6774,18213663.07
Cabeceiras,GO,7717,16029639.71
Cabeceiras do Piauí,PI,10220,12173330.63
Cabedelo,PB,63035,164166777.77
Cabixi,RO,6495,15600609.53
Cabo Frio,RJ,200380,798388735.29
Cabo Verde,MG,14262,20883636.35
Cabo de Santo Agostinho,PE,196152,475401383.41
Cabreúva,SP,45112,114464243.16
Cabrobó,PE,32596,61007311.47
Cabrália Paulista,SP,4430,15045569.71
Cacaulândia,RO,6268,26592389.24
Cacequi,RS,13834,27108613.39
Cachoeira Alta,GO,11348,23166683.79
Cachoeira Dourada,GO,8414,34609881.35
Cachoeira Dourada,MG,2628,21812310.07
Cachoeira Grande,MA,8698,14953612.84
Cachoeira Paulista,SP,31791,52293863.53
Cachoeira da Prata,MG,3734,10096176.93
Cachoeira de Goiás,GO,1436,9033850.11
Cachoeira de Minas,MG,11481,17366460.32
Cachoeira de Pajeú,MG,9333,14274907.04
Cachoeira do Arari,PA,21740,
Cachoeira do Piriá,PA,29533,34917997.49
Cachoeira do Sul,RS,85955,152159940.38
Cachoeira dos Índios,PB,9950,16435085.52
Cachoeiras de Macacu,RJ,55632,180420461.65
Cachoeirinha,PE,19674,28338285.78
Cachoeirinha,RS,124472,253769024.76
Cachoeirinha,TO,2236,7719536.36
Cachoeiro de Itapemirim,ES,205213,299666161.53
Cacimba de Areia,PB,3673,8900660.2
Cacimba de Dentro,PB,17141,24605863.46
Cacimbas,PB,7035,17980729.79
Cacimbinhas,AL,10729,21738121.53
Cacique Doble,RS,5056,12343027.8
Cacoal,RO,85863,130649092.66
Caconde,SP,18926,43774661.75
Caculé,BA,23232,31924251.46
Caetanos,BA,15842,19342999.53
Caetanópolis,MG,10918,15888158.2
Caetité,BA,52166,92352779.56
Caeté,MG,43036,56361823.49
Caetés,PE,27766,42885348.72
Cafarnaum,BA,18489,27344295.23
Cafeara,PR,2833,10669693.92
Cafelândia,PR,16020,38639902.34
Cafelândia,SP,17346,36862262.25
Cafezal do Sul,PR,4334,10921584.88
Caiabu,SP,4201,12869716.86
Caiana,MG,5260,12009754.58
Caiapônia,GO,17773,35473067.43
Caibaté,RS,5075,14464450.4
Caibi,SC,6274,16308229.32
Caicó,RN,66246,82953118.52
Caieiras,SP,93215,193941051.04
Cairu,BA,17168,73443912.33
Caiuá,SP,5418,23582446.92
Caiçara,PB,7304,12915370.87
Caiçara,RS,5148,13347750.08
Caiçara do Norte,RN,6257,2252820.96
Caiçara do Rio do Vento,RN,3531,9863702.23
Cajamar,SP,69584,325419935.58
Cajapió,MA,10822,16074297.64
Cajari,MA,18751,30220160.77
Cajati,SP,29059,74496166.23
Cajazeiras,PB,60612,89436428.72
Cajazeiras do Piauí,PI,3438,7573498.0
Cajazeirinhas,PB,3131,10629363.39
Cajobi,SP,10232,24699315.39
Cajueiro,AL,21480,41843688.25
Cajueiro da Praia,PI,7375,13142923.25
Cajuri,MG,4135,9785439.27
Cajuru,SP,24783,
Caldas,MG,14250,23128090.74
Caldas Brandão,PB,5859,10926040.9
Caldas Novas,GO,77899,169807681.92
Caldazinha,GO,3540,9673767.85
Caldeirão Grande,BA,13465,24300951.08
Caldeirão Grande do Piauí,PI,5742,10495488.7
Califórnia,PR,8423,11913979.11
Calmon,SC,3416,14904350.8
Calumbi,PE,5754,16479087.41
Calçado,PE,11223,25340241.71
Calçoene,AP,9793,15028188.45
Camacan,BA,33068,46330839.84
Camacho,MG,3158,9769803.14
Camalaú,PB,5917,12168950.52
Camamu,BA,37207,56723162.26
Camanducaia,MG,21844,38062572.41
Camapuã,MS,13770,38665147.17
Camaquã,RS,65409,106802546.66
Camaragibe,PE,151587,163009346.91
Camargo,RS,2701,12058998.53
Camaçari,BA,275575,851932319.5
Cambará,PR,24928,34825113.8
Cambará do Sul,RS,6712,20161609.5
Cambira,PR,7603,16011498.32
Camboriú,SC,70068,118865372.38
Cambuci,RJ,14862,37052536.69
Cambuquira,MG,12997,18476769.4
Cambuí,MG,28123,46280085.48
Cambé,PR,102222,146432317.23
Cametá,PA,127401,159851153.02
Camocim,CE,61918,85091248.37
Camocim de São Félix,PE,17980,30891286.22
Campanha,MG,16215,29438819.44
Campanário,MG,3706,11112087.43
Campestre,AL,6925,18293300.39
Campestre,MG,21340,26814691.24
Campestre da Serra,RS,3375,11858085.24
Campestre de Goiás,GO,3539,10100597.65
Campestre do Maranhão,MA,13808,21952802.89
Campina Grande,PB,400002,635218315.94
Campina Grande do Sul,PR,41060,74622008.6
Campina Verde,MG,19959,37174279.31
Campina da Lagoa,PR,15463,26236753.26
Campina das Missões,RS,6156,14590356.63
Campina do Monte Alegre,SP,5836,15993845.35
Campina do Simão,PR,4130,11659251.57
Campinas,SP,1144862,3470079578.07
Campinas do Piauí,PI,5489,11378581.53
Campinas do Sul,RS,5658,14134450.21
Campinorte,GO,11807,18860569.25
Campinápolis,MT,14827,28885993.57
Campo Alegre,AL,55161,68684918.47
Campo Alegre,SC,11972,26468836.99
Campo Alegre de Goiás,GO,6631,24054379.71
Campo Alegre de Lourdes,BA,29812,41347547.75
Campo Alegre do Fidalgo,PI,4851,11227802.93
Campo Azul,MG,3821,11127609.32
Campo Belo,MG,53656,93077906.92
Campo Belo do Sul,SC,7419,16851816.67
Campo Bom,RS,63339,159316226.94
Campo Bonito,PR,4361,12193049.44
Campo Erê,SC,9203,22142461.17
Campo Florido,MG,7444,25482559.46
Campo Formoso,BA,71507,108268188.36
Campo Grande,AL,9631,22802873.52
Campo Grande,MS,832352,2344518576.7
Campo Grande,RN,9660,15034273.67
Campo Grande do Piauí,PI,5746,9490541.44
Campo Largo,PR,120730,173809985.02
Campo Largo do Piauí,PI,7016,12925447.16
Campo Limpo Paulista,SP,79091,145909645.27
Campo Limpo de Goiás,GO,6821,13788566.46
Campo Magro,PR,26755,42229686.91
Campo Maior,PI,45827,71518005.82
Campo Mourão,PR,91648,187121670.39
Campo Novo,RS,5404,12890858.6
Campo Novo de Rondônia,RO,13939,25940457.67
Campo Novo do Parecis,MT,30335,83982091.57
Campo Redondo,RN,10879,14034539.49
Campo Verde,MT,35578,75380565.25
Campo do Brito,SE,17594,28569384.25
Campo do Meio,MG,11831,22474344.49
Campo do Tenente,PR,7550,15388851.73
Campos Altos,MG,14964,29326594.38
Campos Belos,GO,19282,34922405.22
Campos Borges,RS,3559,11687744.96
Campos Gerais,MG,28683,40895809.05
Campos Lindos,TO,9000,14199744.61
Campos Novos,SC,34386,97631597.34
Campos Novos Paulista,SP,4776,16739295.58
Campos Sales,CE,27030,39474454.94
Campos de Júlio,MT,5778,26353635.3
Campos do Jordão,SP,50221,125436764.75
Campos dos Goytacazes,RJ,477208,2297568901.99
Camutanga,PE,8405,23563022.72
Cana Verde,MG,5739,9923121.95
Canabrava do Norte,MT,4728,17040553.56
Cananéia,SP,12598,33847691.61
Canapi,AL,17880,36172903.7
Canarana,BA,26006,37557530.94
Canarana,MT,19681,43394186.24
Canas,SP,4722,13276811.16
Canavieira,PI,3920,10251542.55
Canavieiras,BA,33570,40941409.66
Canaã,MG,4729,10381611.08
Canaã dos Carajás,PA,31062,175410339.37
Candeal,BA,9143,14587801.04
Candeias,BA,89419,219614914.98
Candeias,MG,15066,25661570.6
Candeias do Jamari,RO,22973,36220371.04
Candelária,RS,31334,48189738.46
Candiba,BA,14527,19224492.21
Candiota,RS,9214,40228677.05
Candói,PR,15657,33905445.08
Canela,RS,41682,99739121.49
Canelinha,SC,11286,21622903.26
Canguaretama,RN,32945,47405130.44
Canguçu,RS,55462,86420517.74
Canhoba,SE,4057,11147735.28
Canhotinho,PE,24918,37940237.33
Canindé,CE,76439,122230205.2
Canindé de São Francisco,SE,27136,116047076.05
Canitar,SP,4737,15841514.48
Canoas,RS,338531,1065553945.1
Canoinhas,SC,53969,95458956.25
Cansanção,BA,35029,53521892.62
Cantagalo,MG,4406,10518253.86
Cantagalo,PR,13396,21085835.02
Cantagalo,RJ,19825,75503442.8
Cantanhede,MA,21125,39929157.52
Canto do Buriti,PI,20528,26877778.61
Cantá,RR,15393,23329288.92
Canudos,BA,16956,26504126.3
Canudos do Vale,RS,1841,8514120.76
Canutama,AM,14754,25533682.73
Canápolis,BA,10130,18932920.29
Canápolis,MG,11882,23914141.03
Capanema,PA,65498,83638816.99
Capanema,PR,19182,33844340.07
Caparaó,MG,5416,11922246.24
Capela,AL,17266,34167260.08
Capela,SE,32666,46424841.85
Capela Nova,MG,4848,9420095.88
Capela de Santana,RS,12323,19515968.93
Capela do Alto,SP,18933,41267436.35
Capela do Alto Alegre,BA,12128,20196589.58
Capelinha,MG,36740,43256317.04
Capetinga,MG,7222,13340860.66
Capim,PB,6082,10942948.62
Capim Branco,MG,9382,14821977.77
Capim Grosso,BA,28853,42413697.45
Capinzal,SC,21726,54379821.92
Capinzal do Norte,MA,10729,15866408.64
Capinópolis,MG,15961,34720367.71
Capistrano,CE,17470,36372291.22
Capitão,RS,2741,12840917.76
Capitão Andrade,MG,5221,11415380.99
Capitão Enéas,MG,14894,32051281.72
Capitão Gervásio Oliveira,PI,3975,9747490.82
Capitão Leônidas Marques,PR,15592,27582663.61
Capitão Poço,PA,52537,62688150.23
Capitão de Campos,PI,11173,18749718.93
Capitólio,MG,8535,21929123.84
Capivari,SP,51949,142405544.46
Capivari de Baixo,SC,23018,53909411.75
Capivari do Sul,RS,4177,15189068.14
Capixaba,AC,9836,16741365.47
Capoeiras,PE,20004,45813348.93
Caputira,MG,9349,14113987.9
Capão Alto,SC,2711,13922362.13
Capão Bonito,SP,47510,93550617.03
Capão Bonito do Sul,RS,1783,10925762.46
Capão da Canoa,RS,45744,98453651.95
Capão do Cipó,RS,3318,13704488.39
Capão do Leão,RS,25256,41171712.31
Caracaraí,RR,19696,36782929.26
Caracol,MS,5699,17905950.43
Caracol,PI,10527,18613707.04
Caraguatatuba,SP,109678,368279978.1
Carambeí,PR,20863,53307944.78
Caranaíba,MG,3341,10300961.4
Carandaí,MG,24594,38957109.65
Carangola,MG,33358,34001415.49
Carapebus,RJ,14408,99472849.38
Carapicuíba,SP,387788,439035577.14
Caratinga,MG,89578,123679978.42
Carauari,AM,27405,46108116.92
Caravelas,BA,22328,43601104.01
Carazinho,RS,61702,135940681.04
Caraá,RS,7742,13532917.18
Caraí,MG,23340,30467826.37
Caraúbas,PB,4054,11070371.01
Caraúbas,RN,20414,37006685.97
Caraúbas do Piauí,PI,5676,10642565.28
Carbonita,MG,9467,15824364.8
Cardeal da Silva,BA,9611,21435422.72
Cardoso,SP,12233,32941916.55
Cardoso Moreira,RJ,12599,43452155.57
Careaçu,MG,6604,12232058.85
Careiro,AM,35431,51661017.76
Careiro da Várzea,AM,26722,35635609.29
Cariacica,ES,375974,479219455.23
Caridade,CE,21236,29964171.73
Caridade do Piauí,PI,4951,13322881.25
Carinhanha,BA,29768,50279780.77
Carira,SE,21109,32497000.19
Cariri do Tocantins,TO,4053,10472116.24
Caririaçu,CE,26821,45109268.65
Cariré,CE,18629,36317661.02
Cariús,CE,18815,27399098.06
Carlinda,MT,10626,22018123.25
Carlos Barbosa,RS,26976,73817882.34
Carlos Chagas,MG,20214,35144233.97
Carlos Gomes,RS,1604,8749467.85
Carlópolis,PR,14239,23474669.37
Carmo,RJ,17944,52911196.52
Carmo da Cachoeira,MG,12249,21539458.51
Carmo da Mata,MG,11382,18451559.98
Carmo de Minas,MG,14451,20505540.3
Carmo do Paranaíba,MG,30695,50093523.82
Carmo do Rio Claro,MG,21206,38884901.64
Carmo do Rio Verde,GO,9470,18398774.97
Carmolândia,TO,2457,7945985.54
Carmésia,MG,2567,11144772.47
Carmópolis,SE,14937,78527846.24
Carmópolis de Minas,MG,18205,36629559.88
Carnaubal,CE,17282,30704202.43
Carnaubeira da Penha,PE,12387,20804797.36
Carnaíba,PE,19187,37559511.52
Carnaúba dos Dantas,RN,7896,12093008.17
Carneirinho,MG,9890,32010949.12
Caroebe,RR,8826,12250783.94
Carolina,MA,23939,42344203.41
Carpina,PE,79308,106403791.25
Carrancas,MG,4081,11065288.83
Carrapateira,PB,2529,9184077.42
Carrasco Bonito,TO,3906,8546176.71
Caruaru,PE,337416,466031509.53
Carvalhos,MG,4651,9889676.46
Carvalhópolis,MG,3502,12957528.8
Casa Branca,SP,29597,59504421.86
Casa Grande,MG,2307,8823246.51
Casa Nova,BA,70796,110673380.63
Casca,RS,8993,20729579.42
Cascalho Rico,MG,2999,12283145.46
Cascavel,CE,68926,94482993.67
Cascavel,PR,305615,468793624.46
Caseara,TO,4965,9560319.02
Caseiros,RS,3139,10813549.71
Casimiro de Abreu,RJ,38492,229336101.41
Casinhas,PE,14159,29255924.66
Casserengue,PB,7304,12452827.65
Cassilândia,MS,21491,50015218.27
Castanhal,PA,183917,276799701.97
Castanheira,MT,8353,16441249.84
Castanheiras,RO,3689,11685324.75
Castelo,ES,37331,72824150.95
Castelo do Piauí,PI,18469,27978154.58
Castelândia,GO,3676,11541664.95
Castilho,SP,19360,69075781.75
Castro,PR,70086,122846633.93
Castro Alves,BA,27097,44646041.59
Cataguases,MG,73232,101936452.84
Catalão,GO,94896,287860048.46
Catanduva,SP,118209,316962509.62
Catanduvas,PR,10467,16724765.21
Catanduvas,SC,10112,21957450.84
Catarina,CE,19676,29548634.24
Catas Altas,MG,5136,23379378.23
Catas Altas da Noruega,MG,3608,9313424.68
Catende,PE,40328,60906626.54
Catiguá,SP,7502,15300575.5
Catingueira,PB,4905,9965775.41
Catolândia,BA,3420,9898795.36
Catolé do Rocha,PB,29794,34908394.03
Catu,BA,55021,88651912.57
Catuji,MG,6761,13710496.06
Catunda,CE,10218,19328381.16
Caturama,BA,9760,14992202.95
Caturaí,GO,4910,10953505.75
Caturité,PB,4714,10406230.78
Catuti,MG,5200,10779846.19
Catuípe,RS,9477,18071137.92
Caucaia,CE,344936,414577598.31
Cavalcante,GO,9719,25636270.28
Caxambu,MG,22257,35935791.2
Caxambu do Sul,SC,4208,13219840.51
Caxias,MA,159396,382638010.32
Caxias do Sul,RS,465304,1340464937.68
Caxingó,PI,5213,10993135.52
Caçador,SC,74276,131766456.04
Caçapava,SP,89668,185734849.51
Caçapava do Sul,RS,34676,64126183.54
Caçu,GO,14364,38816791.75
Caém,BA,10429,18879027.83
Ceará-Mirim,RN,71856,106019785.03
Cedral,MA,10414,16674835.42
Cedral,SP,8553,23912079.54
Cedro,CE,24958,35499551.0
Cedro,PE,11323,24620754.19
Cedro de São João,SE,5846,10889125.74
Cedro do Abaeté,MG,1227,7657350.36
Celso Ramos,SC,2792,12538848.08
Centenário,RS,3036,9589967.62
Centenário,TO,2737,7073518.36
Centenário do Sul,PR,11382,20318855.21
Central,BA,18061,27059326.35
Central de Minas,MG,7029,11400202.23
Central do Maranhão,MA,8255,14353610.34
Centralina,MG,10583,16786474.03
Centro Novo do Maranhão,MA,20382,32088348.82
Centro do Guilherme,MA,12395,21621038.59
Cerejeiras,RO,18041,42382873.55
Ceres,GO,21652,57510611.04
Cerqueira César,SP,18703,46718845.76
Cerquilho,SP,43473,109548788.83
Cerrito,RS,6523,13513135.95
Cerro Azul,PR,17619,32496813.45
Cerro Branco,RS,4639,13454532.3
Cerro Corá,RN,11292,19780000.0
Cerro Grande,RS,2465,10375020.02
Cerro Grande do Sul,RS,11012,19589464.62
Cerro Largo,RS,13872,27196005.9
Cerro Negro,SC,3472,12509943.74
Cesário Lange,SP,16717,39775855.55
Cezarina,GO,8026,27624708.73
Chalé,MG,5811,8595227.02
Chapada,RS,9631,24408722.11
Chapada Gaúcha,MG,11972,22522015.78
Chapada da Natividade,TO,3362,8955317.42
Chapada de Areia,TO,1386,6875009.79
Chapada do Norte,MG,15638,21012407.18
Chapada dos Guimarães,MT,18393,39740748.86
Chapadinha,MA,76217,104488954.68
Chapadão do Céu,GO,8042,43662666.61
Chapadão do Lageado,SC,2871,10693763.71
Chapadão do Sul,MS,21257,72104167.41
Chapecó,SC,198188,461472130.48
Charqueada,SP,16092,34603526.48
Charqueadas,RS,37589,80561765.06
Charrua,RS,3532,9319211.83
Chaval,CE,12865,23372400.2
Chavantes,SP,12480,29885310.75
Chaves,PA,22029,32689401.39
Chiador,MG,2827,10561469.59
Chiapetta,RS,4100,14928618.84
Chopinzinho,PR,20077,50521120.32
Chorozinho,CE,19187,38600206.75
Chorrochó,BA,11444,21896154.09
Choró,CE,13195,24354124.9
Chupinguaia,RO,9636,24694286.63
Chuvisca,RS,5201,13995581.39
Chuí,RS,6269,10671825.55
Chácara,MG,2977,9872490.25
Chã Grande,PE,21006,46537290.92
Chã Preta,AL,7413,15686607.4
Chã de Alegria,PE,13002,21058904.62
Cianorte,PR,75360,146654808.21
Cidade Gaúcha,PR,11800,20470678.23
Cidade Ocidental,GO,61552,88552805.08
Cidelândia,MA,14125,29532801.51
Cidreira,RS,13844,41258010.93
Cipotânea,MG,6793,10133845.15
Cipó,BA,16860,32138737.57
Ciríaco,RS,5029,12764123.23
Claraval,MG,4751,12157882.93
Claro dos Poções,MG,7909,13121272.53
Clementina,SP,7717,20252721.3
Clevelândia,PR,17501,28137688.27
Cláudia,MT,11366,23054054.83
Cláudio,MG,27321,39975413.77
Coaraci,BA,20620,31459509.53
Coari,AM,81325,268848487.72
Cocal,PI,27274,35020057.71
Cocal de Telha,PI,4601,10449535.35
Cocal do Sul,SC,15860,34730776.37
Cocal dos Alves,PI,5677,10225069.06
Cocalinho,MT,5525,15054992.16
Cocalzinho de Goiás,GO,18623,34228213.62
Cocos,BA,19281,39336249.69
Codajás,AM,25696,27804236.63
Codó,MA,119641,165861141.39
Coelho Neto,MA,47821,81986394.89
Coimbra,MG,7392,13142862.34
Coité do Nóia,AL,11110,21642286.14
Coivaras,PI,3901,9639944.62
Colatina,ES,120677,257438442.14
Colina,SP,18107,60088898.33
Colinas,MA,39915,55608563.43
Colinas,RS,2497,11543177.04
Colinas do Sul,GO,3575,12751630.14
Colinas do Tocantins,TO,33078,61944786.75
Colméia,TO,8642,12676458.84
Colniza,MT,30848,40934621.25
Colombo,PR,227220,250565657.32
Colorado,PR,23402,48016721.63
Colorado,RS,3572,13538040.1
Colorado do Oeste,RO,19190,31511847.08
Coluna,MG,9213,12438969.98
Colíder,MT,31515,52862309.19
Colômbia,SP,6196,31882403.48
Colônia Leopoldina,AL,21307,38960951.83
Colônia do Gurguéia,PI,6238,12815948.07
Colônia do Piauí,PI,7515,11883539.49
Comendador Gomes,MG,3093,12809442.58
Comendador Levy Gasparian,RJ,8240,31753016.92
Comercinho,MG,8094,12180417.64
Comodoro,MT,19045,43746871.21
Conceição,PB,18769,25665267.96
Conceição da Aparecida,MG,10222,15565171.14
Conceição da Barra,ES,30659,74044854.78
Conceição da Barra de Minas,MG,4057,8775355.7
Conceição da Feira,BA,22226,33931880.56
Conceição das Alagoas,MG,25139,58606243.65
Conceição das Pedras,MG,2840,8536589.51
Conceição de Ipanema,MG,4609,10718670.1
Conceição de Macabu,RJ,21844,57347741.78
Conceição do Almeida,BA,18644,25981054.08
Conceição do Araguaia,PA,46206,62522644.78
Conceição do Canindé,PI,4528,10279992.1
Conceição do Castelo,ES,12579,27961028.79
Conceição do Coité,BA,67126,64928797.1
Conceição do Jacuípe,BA,32761,47868665.44
Conceição do Lago-Açu,MA,15313,26069530.86
Conceição do Mato Dentro,MG,18273,53880090.94
Conceição do Pará,MG,5400,15621835.31
Conceição do Rio Verde,MG,13499,18900903.45
Conceição do Tocantins,TO,4240,7275706.19
Conceição dos Ouros,MG,11048,16460600.23
Conchal,SP,26689,66740920.11
Conchas,SP,17162,37024303.74
Concórdia,SC,71499,160553973.07
Concórdia do Pará,PA,30233,68109348.08
Condado,PB,6711,11080132.59
Condado,PE,25435,40166059.71
Conde,BA,25714,43966985.93
Conde,PB,23115,54451797.81
Condeúba,BA,18359,31293846.33
Condor,RS,6791,18056609.27
Confins,MG,6336,23816351.53
Confresa,MT,27144,49439703.91
Congo,PB,4770,10773725.38
Congonhal,MG,11198,15262022.12
Congonhas,MG,51709,241051525.95
Congonhas do Norte,MG,5103,10203892.98
Congonhinhas,PR,8648,12006522.05
Conquista,MG,6824,18780746.89
Conquista D'Oeste,MT,3607,13281653.46
Conselheiro Lafaiete,MG,123275,151262718.74
Conselheiro Mairinck,PR,3794,9530613.75
Conselheiro Pena,MG,23032,36672327.53
Consolação,MG,1785,8365400.32
Constantina,RS,10077,22346013.15
Contagem,MG,637961,1196562946.79
Contenda,PR,17067,27247797.03
Contendas do Sincorá,BA,4354,12846799.78
Coqueiral,MG,9492,14909686.91
Coqueiro Baixo,RS,1567,8627368.05
Coqueiro Seco,AL,5817,13913619.74
Coqueiros do Sul,RS,2497,12517197.79
Coração de Jesus,MG,26889,34819227.18
Coração de Maria,BA,23314,35118391.07
Corbélia,PR,16954,34033710.93
Cordeiro,RJ,20863,57197954.74
Cordeiros,BA,8752,16203096.29
Cordeirópolis,SP,22648,95893054.0
Cordilheira Alta,SC,4043,15337950.54
Cordisburgo,MG,8963,12485877.23
Cordislândia,MG,3556,9157414.26
Coreaú,CE,22653,33972335.16
Coremas,PB,15391,19422834.25
Corguinho,MS,5289,14965534.19
Coribe,BA,15024,30482956.45
Corinto,MG,24484,32268001.64
Cornélio Procópio,PR,48420,81521379.97
Coroaci,MG,10453,23277879.83
Coroados,SP,5615,13950085.9
Coroatá,MA,63154,87834294.1
Coromandel,MG,28398,50211461.64
Coronel Barros,RS,2546,10453660.41
Coronel Bicaco,RS,7885,17534402.94
Coronel Domingos Soares,PR,7525,19017473.24
Coronel Ezequiel,RN,5580,11564938.75
Coronel Fabriciano,MG,108302,136304804.93
Coronel Freitas,SC,10272,22379606.12
Coronel José Dias,PI,4594,9528238.1
Coronel João Pessoa,RN,4946,13174534.42
Coronel João Sá,BA,17422,34301328.84
Coronel Macedo,SP,5009,15217509.67
Coronel Martins,SC,2520,9479210.83
Coronel Murta,MG,9387,13240401.38
Coronel Pacheco,MG,3093,9680656.89
Coronel Pilar,RS,1754,8585268.12
Coronel Sapucaia,MS,14607,34250445.91
Coronel Vivida,PR,22035,45430361.86
Coronel Xavier Chaves,MG,3429,9210903.82
Correia Pinto,SC,14301,35576566.69
Corrente,PI,25927,34300243.49
Correntes,PE,17830,39649477.13
Correntina,BA,32980,75814546.27
Cortês,PE,12647,28025332.26
Corumbataí,SP,4018,18122993.52
Corumbataí do Sul,PR,3887,11390208.63
Corumbaíba,GO,8809,27656796.54
Corumbiara,RO,9036,24663793.74
Corumbá,MS,107347,323356773.45
Corumbá de Goiás,GO,10829,18774269.5
Corupá,SC,14716,32445047.14
Coruripe,AL,55648,133918529.49
